Job Title,Job Info,Job Type,Job Link_x,employees,Job ID,Job Link_y,Job Desception,Company Info,company,location_1,location_2,Remote/Onsite,n_applicant,job posting time,Job Type nElements,Job-Type,Experience Level,Comp_N_Employees,Comp_Industry
Senior MERN Stack Developer,"Dost · Lahore District, Punjab, Pakistan (On-site)  
2 weeks ago",Full-time,https://www.linkedin.com/jobs/view/3727013494/?eBP=JOB_SEARCH_ORGANIC&refId=RDz4cFHK6i1XY2ezYn3bNg%3D%3D&trackingId=cHA7fcphes6Mwk40xxjRHQ%3D%3D&trk=flagship3_search_srp_jobs,11-50 employees,3727013494,https://www.linkedin.com/jobs/view/3727013494,"About the job
            

 
Company DescriptionDost is Pakistan's first job and professional networking mobile application for the working class. Dost aims to bridge the gap between aspiring jobseekers and a better, brighter future. The company is located in Lahore District.Role DescriptionThis is a full-time on-site role for a Senior MERN Stack Developer. The Senior MERN Stack Developer will be responsible for designing and implementing scalable web applications with a focus on user experience and quality. The Senior MERN Stack Developer will work collaboratively with cross-functional teams to identify and solve complex problems and deliver high-quality results.Qualifications 5+ years of experience in web development using MERN Stack (MongoDB, Express.js, React.js, Node.js)Experience with front-end development frameworks such as Bootstrap, Material-UI, and React-BootstrapStrong knowledge of server-side CSS preprocessors, such as Sass, Less, and StylusExperience with large-scale, high-traffic, and high-performance web applicationsExpertise in Git, and code versioningProficiency in SQL and NoSQL databasesExperience with cloud services such as AWS or AzureBachelor's degree or higher in Computer Science or a related fieldExcellent problem-solving skills and ability to work in a team environmentStrong written and verbal communication skills","Technology, Information and Internet
            
              11-50 employees
            

              23 on LinkedIn",Dost ,Lahore," Lahore District, Punjab, Pakistan ",On-site,,2 weeks ago,1,Full-time,Not specified,11-50 employees,Not specified
Mern Stack Developer,"Pursue Today · Lahore, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3725538044,1-10 employees,3725538044,https://www.linkedin.com/jobs/view/3725538044,"About the job
            

 
We are hiring for Mid Level and Sr. Level resources for this position. The ideal candidates will be responsible for developing high-quality applications. They will also be responsible for designing and implementing testable and scalable code.Responsibilities and Requirements Candidate must have in-depth knowledge of MongoDB, NodeJS, Express, and React.Strong proficiency with Node.js and its frameworks i.e. Express.Strong proficiency in front end JavaScript frameworks i.e. ReactWorking knowledge of JavaScript, HTML5, and CSS (Including common CSS framework)Experience implementing applications using React.js.Experience creating front end applications using HTML5In-depth knowledge of relational databases (e.g. MySQL, PostgreSQL) and NoSQL databases (e.g. MongoDB)Experience with GraphQL is a big plusFamiliarity with RESTful principlesMust have a knack for developing front-end and custom components in JavaScript.Able to work with minimum supervision and complete the deadlinesAnalytical mind with problem-solving aptitude.Automate tasks through appropriate tools and scripting
Qualifications Bachelor's degree or equivalent experience in Computer Science or related fieldDevelopment experience with programming languagesSQL database or relational database skills
Experience At least 2 years of experience in the relevant field (For Mid-Level Resource) At least 3 years of experience in the relevant field (For Sr. Level Resource) 
What we are offering? Flexible HoursQuarterly Family TreatsAnnual RetreatsPerformance based bi-annual bonusesHealth InsuranceInsane LearningIndoor gamingTea on the house
It's a full-time, office-based role. If you fulfill the criteria, apply away. You may drop your resume at farzeen@pursue.today.","Software Development
            
              2-10 employees
            

              33 on LinkedIn",Pursue Today ,Lahore," Lahore, Punjab, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,1-10 employees,Not specified
Senior MERN Stack Developer | Team Lead,"Ebryx (Pvt.) Ltd. · Lahore, Punjab, Pakistan (On-site)  
1 week ago

 · 32 applicants",Full-time,https://www.linkedin.com/jobs/view/3727529651,201-500 employees,3727529651,https://www.linkedin.com/jobs/view/3727529651,"About the job
            

 
Senior MERN Stack Developer | Team LeadResponsibilities:1.    Design and develop front-end applications.2.    Build a scalable backend software platform.3.    Integration with cross-domain APIs.4.    Write unit and integration tests for new and existing features.5.    Integration with external systems.6.    Working with a remote team.7.    Client interaction.8.    Participate in code design and reviews, and identify and communicate front-end best practices. Qualifications:1.    4+ years of experience in JavaScript technologies.2.    Experience with React.3.    Experience with NodeJS.4.    Experience with MongoDB/Postgres.5.    Strong UI/UX skills.6.    Strong problem-solving skills.7.    Strong relational and NoSQL database concepts. Nice to Haves:1.    Experience working in an Agile environment, optionally with a geographically distributed team.2.    Self-motivated and has the ability to perform under indirect supervision.3.    Good learner and adapter attitude for different Web technologies and frameworks.4.    Has a passion for becoming a technology/framework independent Full Stack web developer.5.    Experience with delivering work by using Sprint / Scrum tools, like JIRA, and Confluence.Interested ones can share their resume at alia.nazir@ebryx.com by mentioning the ""position title"" in the subject line.","IT Services and IT Consulting
            
              201-500 employees
            

              253 on LinkedIn",Ebryx (Pvt.) Ltd. ,Lahore," Lahore, Punjab, Pakistan ",On-site,32,1 week ago,1,Full-time,Not specified,201-500 employees,Not specified
Senior MEAN/MERN Developer,"Cinnova Technologies, LLC · Lahore, Punjab, Pakistan (On-site)  
1 week ago

 · 198 applicants",Full-time,https://www.linkedin.com/jobs/view/3727507538,51-200 employees,3727507538,https://www.linkedin.com/jobs/view/3727507538,"About the job
            

 
Cinnova Technologies is looking for a qualified Full Stack Developer (MEAN/MERN) with strong technical background and communication skills to manage multiple projects. As JS Developer, you will be responsible for architecting, developing and delivering high quality, scalable and secure software solutions and software designs in support of innovative products.The team lead will work as part of an agile continuous delivery team and collaborate with designers, developers, UX, project managers, and others to help deliver product capabilities and features.You will be working to develop new frameworks and scalable infrastructure (no legacy here!) utilizing technologies such as MEAN stack, MERN stack, AWS, Automation, Docker Containers, Chef, Puppet, Ansible etc.If you have a passion for development and problem solving this could be the job for you!
Responsibilities: Interacting with UX and Ops to participate in architecture, design, and review meetings.Architecting and developing highly scalable and secure cloud architectures using micro-services and server-less frameworks in addition to client-server based frameworks.Working with development and project management teams to define user story acceptance criteria during a sprint, break down complex stories into tasks, and estimate, plan and deliver.Working closely with the developers to develop the best technical design and approach.Write coding, tests, doing research, analyze, and become an expert in cutting-edge technologies, frameworks, architecture and design.Moving fast: looking for new ideas, quickly prototype, A/B test, and move to production Stay up-to-date with development trends, cloud technologies, open source, and best practices.Mentoring more junior developers, do code reviews, peer programming.Stay up-to-date with development trends, cloud technologies, open source, and best practices.Mentoring more junior developers, do code reviews, peer programming.Other duties as needed.
Pluses: Agile CertificationTechnical CertificationExperience working in an international companyExperience working in a digital services company
RequirementsWhile we know you may not have everything on the list to be successful you are likely to have; 4-6 years of experience working with enterprise software development.Excellent knowledge and significant experiences with large-scale web & server applications.Software design, selection, and implementation experience in an object-oriented environment, performance tuning, and stability is a must.Extensive Development experience with JavaScript (client and server sides), Node.js, React.js, Angular is mandatory.Extensive experience (1+ years or more) of architecting highly scalable, available, and secure solutions using AWS.AWS certifications such as AWS Certified Solutions Architect-Associate/Professional is a big plus.Experience with AWS, REST APIs, Docker, containers, micro-services/AWS lambda is a must.Experience with variety of SQL (PostgreSQL, MySQL, Hibernate/ORM) and/or NoSQL databases (Cassandra, Mongo, RethinkDB, ElasticSearch).Experience with DevOps tooling for development (Docker, Vagrant), orchestration (Kubernetes, Google, or AWS cloud), and deployment (Ansible, Puppet, Chef).Experience in production deployments on IaaS (AWS, GCE, Azure, OpenStack) and PaaS (Cloud Foundry) is a big plus.Familiarity with Jira or other productivity platforms is a plus.Experience leading agile teams and mentoring more junior developers, including students.Adept at evaluating open-source frameworks, commercial frameworks, and technology options.Desire to work in a fast paced, deadline driven, start-up environment.","Software Development
            
              51-200 employees
            

              132 on LinkedIn","Cinnova Technologies, LLC ",Lahore," Lahore, Punjab, Pakistan ",On-site,198,1 week ago,1,Full-time,Not specified,51-200 employees,Not specified
Mean Stack Developer,"Progatix · Karāchi, Sindh, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3728209668,51-200 employees,3728209668,https://www.linkedin.com/jobs/view/3728209668,"About the job
            

 
Progatix is hiring for the following positionPOSITION: MEAN Stack Developer (5 years experienced)COMPANY: PROGATIXJOB TYPE: FULL TIME (onsite)LOCATION: Clifton, KarachiTIMINGS: 11:00am – 8:00pm (Slightly Flexible) ABOUT US:As a cutting-edge software development, application creation, and IT consultancy provider, we at Progatix offer an array of comprehensive services. From professional software and mobile app development to UI/UX design and software testing, we specialize in every aspect of digital transformation.JOB DESCRIPTION:Progatix is looking for a 5 years experienced and skilled MEAN Stack Developer to join our team. As a MEAN Stack Developer at Progatix, you will be responsible for designing, developing and maintaining web applications using the MEAN Stack. You will work closely with cross-functional teams to deliver high-quality software solutions. KEY RESPONSIBILITIES:·      Design and develop web applications using the MEAN stack·      Collaborate with product managers and UI/UX designers to gather and understand software requirements·      Write clean, efficient and maintainable code·      Implement and maintain RESTful APIs for seamless date exchange·      Conduct unit testing and debugging to ensure application reliability·      Optimize web applications for maximum performance and scalability·      Stay up-to-date with industry best practices and emerging technologies·      Participate in code reviews and maintain code quality standards·      Contribute to the improvements of development processes and methodologiesREQUIREMENTS:·      Bachelor's degree in Computer Science, Information Technology, or a related field (or equivalent work experience).·      Understanding of front-end technologies such as HTML, CSS, and client-side frameworks.·      Knowledge of web security best practices.·      Excellent problem-solving and communication skills.·      Ability to work both independently and collaboratively in a team environment.·      Strong attention to detail and a commitment to delivering high-quality software.·      Strong proficiency in JavaScript, including ES6+·      Expertise in MongoDB, Express.js, Angular (or AngularJS), and Node.js·      Familiarity with font-end technologies such as HTML, CSS, and client-side frameworks·      Knowledge of RESTful API design and development·      Experience with version control systems (e.g., Git)·      Uderstanding of web security best practicesPERKS AND BENEFITS:·      Market competitive compensation with performance-driven bonuses·      Bi-annual increments·      Comprehensive health insurance·      Provident fund·      Paid leavesInterested candidates should submit their resume, a cover letter detailing their relevant experience, and any relevant portfolio or GitHub links to alvina.shehreen@progatix.com","IT System Custom Software Development
            
              51-200 employees
            

              54 on LinkedIn",Progatix ,Karāchi," Karāchi, Sindh, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,51-200 employees,Not specified
MEAN Stack Developer,"Raheem Solutions | Agile Staff Augmentation · Lahore, Punjab, Pakistan (On-site)  
1 week ago

 · 22 applicants",Full-time,https://www.linkedin.com/jobs/view/3728211487,11-50 employees,3728211487,https://www.linkedin.com/jobs/view/3728211487,"About the job
            

 
We are on the lookout for an experienced MEAN Stack Developer who possesses a wealth of technical expertise and excellent English communication skills. This role requires someone who is not only technically skilled but also possesses excellent communication skills to interact effectively with clients and colleagues. If you are a seasoned professional excited to contribute your knowledge to a collaborative team, this opportunity may be perfect for you!Role Overview:As an MEAN Stack Developer, you will collaborate closely with our team of designers and back-end developers to create and maintain high-quality web applications. Your responsibilities will include developing responsive solutions, maintaining and optimizing existing code, and ensuring compatibility and accessibility standards.Key Responsibilities - Deploy and maintain front-end frameworks and libraries.- Enhance application performance by employing efficient coding practices.- Actively participate in code reviews, showcasing your ability to write clean, well-documented code.- Stay up-to-date with the latest trends and technologies in front-end development.- Work independently and meet project deadlines.- Be flexible to handle extra working hours when necessary.Requirements-A degree in Computer Science or a related field.-A minimum of 2- 3 years of specific front-end development experience, with a focus on Angular.-Proficiency in JavaScript.-Capability to identify and resolve cross-browser compatibility issues.-Familiarity with REST APIs.-Exceptional attention to detail.-Fluency in both written and spoken English.","Software Development
            
              11-50 employees
            

              44 on LinkedIn",Raheem Solutions | Agile Staff Augmentation ,Lahore," Lahore, Punjab, Pakistan ",On-site,22,1 week ago,1,Full-time,Not specified,11-50 employees,Not specified
Mean Stack Developer,"Ignite Labs · Karāchi, Sindh, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3724224640,11-50 employees,3724224640,https://www.linkedin.com/jobs/view/3724224640,"About the job
            

 
Mean Stack DeveloperWe are seeking a talented and experienced Mean Stack Developer to join our dynamic team. As a Mean Stack Developer, you will be responsible for designing and implementing web applications, ensuring their performance, security, and scalability  Responsibilities:  ·Hands-on experience with and management of Node.js, MongoDB, AngularJS, and Express JSCreate, test, and deploy robust products that are fast, scalable, and responsiveCreate and maintain massive, complicated databases, both relational and non-relationalAs needed, establish, enhance, and blend development environment tools and softwareAs part of the deployment, determine production and non-production application concerns
 Requirements & Skills:  A bachelor's degree in computer science The ability to contribute on an individual basis Knowledge of Complete Mean, Node JS, MongoDB, AngularJS, and Express JS Excellent analytical and problem-solving abilities","IT Services and IT Consulting
            
              11-50 employees
            

              21 on LinkedIn",Ignite Labs ,Karāchi," Karāchi, Sindh, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,11-50 employees,Not specified
Senior Mern Stack Developer,"Pakistan TECH Recruiter · Lahore, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3728231213,1-10 employees,3728231213,https://www.linkedin.com/jobs/view/3728231213,"About the job
            

 
Senior Mern Stack DeveloeprOur client is top of the line IT services and IT Consulting Company in Lahore with specialization in AI. It is also pleasure to share that our client has been ranked as #2 in the Global list of ""Top NLP Developers"" on Clutch. The list comprises of 1,433 Firms across the globe that provide services in the fields of NLP and Artificial Intelligence.They require the services of a Senior Mern Stack Daveloper with minimum 3 years of experience. This is an onsite position at their office in Gulberg 2, Lahore. Following are the requirements;Responsibilities Create and maintain #web #applications & #microservices related to Company ProductsFull-stack development expertise, specifically in Server-side languages like JavaScript (#Node.js), and #React JS (Client side).Building reusable code and libraries for #future use. Components and Playbooks
Requirements Bachelor's degree in Computer Science or related fieldMinimum 3 years of experience Proficiency in developing modern web applications using #Mongodb #NodeJS NestJS NextJS #React #Express #Typescript #Socket #SocialAuth #StripeComplete understanding of both states, shared states and propsExperience with state management using #Redux #rxjs #JS/JavaScript #MySQL and #MongoDBGood understanding of #Database schema, design, optimization, scalability.Good understanding of #NoSQL databases like #MongoDB #dynamodb, #Redis.Ability to implement automated testing platforms and unit tests.Good communication skills, strong work ethic.Ownership of the product from start to finish.Knowledge of code versioning tools such as #Git.Lean, #Clean, and optimized code managementExperience of working with serverless architecture
Why shall you join? Excellent Salary package, i.e. PKR 200k-400k depends upon experience, skillset and interviewWork in flat hierarchyVery congenial atmosphereCooperative and empathetic managementEmployee engagement activitiesEOBI","Human Resources
            
              2-10 employees
            

              1 on LinkedIn",Pakistan TECH Recruiter ,Lahore," Lahore, Punjab, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,1-10 employees,Not specified
MEAN Stack Developer,"Social Champ (Techstars '22) · Karāchi, Sindh, Pakistan (On-site)  
1 week ago

 · 79 applicants",Full-time,https://www.linkedin.com/jobs/view/3726504218,11-50 employees,3726504218,https://www.linkedin.com/jobs/view/3726504218,"About the job
            

 
Job Description:We are looking for a MEAN Stack Developer for our Karachi office who has hands-on Experience with Node.js, Angular, and MongoDB. An amazing opportunity for individuals who want to work in a fast-paced, dynamic environment.Responsibilities:- Collaborate with cross-functional teams to define, design, and ship new features.- Design and implement RESTful APIs for seamless integration with front-end interfaces.- Build efficient and reusable code for future use.- Optimise application performance and ensure high scalability.- Conduct thorough testing and debugging of applications to ensure smooth functionality.- Participate in code reviews to maintain code quality and adhere to best practices.- Stay up-to-date with emerging technologies and trends in web development.Requirements:- Bachelor's degree in Computer Science, Engineering, or a related field.- Minimum of 2 years of hands-on experience as a MEAN Stack Developer.- Strong proficiency in the MEAN stack (MongoDB, Express.js, Angular, and Node.js).- Proficient understanding of front-end technologies such as HTML5, CSS3, and JavaScript.- Solid knowledge of database design and query optimization using MongoDB.- Strong problem-solving skills and attention to detail.Join our innovative team and contribute to the development of cutting-edge web applications using the MEAN stack. We offer a competitive salary and opportunities for professional growth and advancement.Send your resume to careers@socialchamp.io with the subject ""UNICORN""","Technology, Information and Internet
            
              11-50 employees
            

              27 on LinkedIn",Social Champ (Techstars '22) ,Karāchi," Karāchi, Sindh, Pakistan ",On-site,79,1 week ago,1,Full-time,Not specified,11-50 employees,Not specified
Senior MERN Stack Developer,"Vaival Technologies LLC · Lahore, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3729937441,201-500 employees,3729937441,https://www.linkedin.com/jobs/view/3729937441,"About the job
            

 
Must have experience in working with at least one NodeJS web framework (Express.js, Nest.js, Next.js).3+ years professional experience (SDE).Minimum 2+ NodeJS (required) for backend development.Minimum 2+ years of experience in ReactJS + Redux and/or VueJS.Strong web technologies: Microservices, Building APIs.JSON standards (JavaScript Object Notation).Knowledge in Unit testing frameworks like Mocha, JEST.Good understanding of Object-oriented programming concepts.","IT Services and IT Consulting
            
              201-500 employees
            

              199 on LinkedIn",Vaival Technologies LLC ,Lahore," Lahore, Punjab, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,201-500 employees,Not specified
MERN Stack Developer,"eLearning Avenue · Karāchi, Sindh, Pakistan (On-site) Reposted  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3721405941,11-50 employees,3721405941,https://www.linkedin.com/jobs/view/3721405941,"About the job
            

 
WE ARE HIRING A MERN STACK DEVELOPEReLearning Avenue seeks a talented, experienced MERN Stack Developer to join our dynamic team.Responsibilities Developing and designing front end web architectureBuilding interactive consumer data from multiple systemsDefine code architecture decisions to support high-performance productsTranslate wireframes and PSD Designs into functional web applicationsWork with development teams and managers to ideate software solutions Developing well-functioning databases and applicationsConduct and participate in project planning & scheduling and design discussionsTest software to ensure efficiencyAddress and improve any technical issues
Skills Required Extensive knowledge and hands-on experience with JavaScript, WordPress, React, HTML, and CSS.Strong understanding of responsive design principles and techniques.Proven ability to optimize site design, speed, and performance.Experience designing and developing scalable, maintainable, cross-browser-compatible platforms.Ability to collaborate effectively with designers, back-end developers, and other team members.Excellent problem-solving skills and attention to detail.
ExperienceMinimum 2-3 Years of Recent Experience Remuneration100k - 150kLocationBahria Town Tower, Tariq Road, Karachi.Benefits Market CompetitiveHalf-Yearly BonusHealth InsuranceFuel Allowance
Apply NowPlease share your resume at jobs@elearningavenue.com","E-Learning Providers
            
              11-50 employees
            

              13 on LinkedIn",eLearning Avenue ,Karāchi," Karāchi, Sindh, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,11-50 employees,Not specified
MERN Stack Developer,"HR Business Solutions · Karāchi, Sindh, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3731290169,51-200 employees,3731290169,https://www.linkedin.com/jobs/view/3731290169,"About the job
            

 
All Star Technology is seeking an experienced MERN Stack Developer to join their dynamic and innovative team. As a MERN Stack Developer, you will play a key role in designing, developing, and maintaining our web applications using the MERN (MongoDB, Express.js, React, Node.js) stack. You will collaborate with cross-functional teams to deliver high-quality software solutions that meet our clients' needs. The ideal candidate should have a strong background in full-stack development, hands-on experience with the MERN stack, and a proven track record of delivering scalable and robust web applications.Responsibilities: Collaborate with product managers, designers, and other developers to understand project requirements and translate them into technical specifications.Design, develop, and maintain efficient, reusable, and reliable code using the MERN stack.Implement responsive and user-friendly front-end interfaces using React and related technologies.Develop back-end APIs and services using Node.js and Express.js to support the front-end functionality.Integrate MongoDB databases to store and retrieve data, ensuring data integrity and optimal performance.Perform code reviews to ensure code quality, consistency, and adherence to coding standards.Debug and resolve technical issues, bottlenecks, and performance bottlenecks in a timely manner.Collaborate with the QA team to ensure proper testing and validation of the software components.Stay updated with the latest trends and best practices in web development and suggest improvements to enhance the application architecture and performance.Mentor and provide guidance to junior developers, sharing knowledge and fostering a collaborative learning environment.
Requirements: Bachelor's degree in Computer Science, Engineering, or a related field (or equivalent work experience).Minimum of 3 years of professional experience as a full-stack developer with a focus on MERN stack.Strong proficiency in JavaScript and its modern ES6+ features.Extensive experience in building single-page applications (SPAs) using React, Redux, or similar libraries.Proven expertise in server-side programming using Node.js and Express.js.Hands-on experience with MongoDB and designing database schemas.Familiarity with RESTful APIs and asynchronous programming.Solid understanding of front-end build tools, such as Webpack, Babel, and NPM.Experience with version control systems, particularly Git.Ability to write clean, maintainable, and well-documented code.Excellent problem-solving and debugging skills.Strong communication and collaboration skills, able to work effectively in a team environment.Experience with cloud platforms, deployment pipelines, and DevOps practices is a plus.Knowledge of GraphQL, Docker, and CI/CD pipelines is a bonus.Previous experience in Agile/Scrum methodologies is advantageous.","Human Resources Services
            
              51-200 employees
            

              32 on LinkedIn",HR Business Solutions ,Karāchi," Karāchi, Sindh, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,51-200 employees,Not specified
Senior MEAN Stack Developer,"ICOMMUNIX · Lahore District, Punjab, Pakistan (On-site)  
1 week ago

 · 16 applicants",Full-time,https://www.linkedin.com/jobs/view/3723969748,11-50 employees,3723969748,https://www.linkedin.com/jobs/view/3723969748,"About the job
            

 
ICOMMUNIX is seeking a highly skilled and experienced Senior Software Engineer – MEAN StackKey Duties and Responsibilities:·       Understand client requirements and functional specifications·       Write well-designed, testable, efficient code·       Responsible for solving complex technical issues·       Ensure quality projects are delivered within defined timelines·       Active involvement in client communication to understand functional requirements·       Maintain high standards of quality for code, documentation, and other deliverables·       Adhere to industry best practices and contribute to internal coding standardsRequired Skills:·       Hands-on experience with JavaScript Development on both client and server-side·       Strong knowledge of Node JS, Express JS, and Angular·       Experience with NoSQL databases like Mongo DB, Dynamo DB·       Experience with modern frameworks and design patterns·       Experience in Version control systems like GIT·       Analytical and logical skills·       Good communication/management skills·       Experience with AWS services (LAMBDA, S3, Cognito, Dynamo DB) will be preferredSalary:The salary for this position will depend on the candidate's experience and qualifications. It will be competitive and in line with industry standards.Benefits:We offer a comprehensive benefits package including Bi-Annual Increments, Performance-based Annual Bonuses, Gratuity, OPD/IPD, Life Insurance, Gym Allowance, Leaves (Sick, Causal, Annual, Paternity, Maternity, etc.), Leaves Encashment, Referral Bonus, Employee of the Month, Need-based Interest-Free Loan, Professional Certifications (fully funded by the company) and a cash reward on qualifying the exam, Birthday Celebrations, National Events Celebration, Annual Dinner. We also provide opportunities for professional development and a collaborative and inclusive work environment.Location: LahoreJob Type: Full Time – Onsite Job Timings: 10:00 AM – 07:00 PM","IT Services and IT Consulting
            
              11-50 employees
            

              39 on LinkedIn",ICOMMUNIX ,Lahore," Lahore District, Punjab, Pakistan ",On-site,16,1 week ago,1,Full-time,Not specified,11-50 employees,Not specified
MERN/MEAN Developer,"Enovatorz · Pakistan (Remote)  
1 week ago

 · 51 applicants",Full-time,https://www.linkedin.com/jobs/view/3692183620,Muhammad Asim is hiring for this job,3692183620,https://www.linkedin.com/jobs/view/3692183620,"About the job
            

 
We are looking for MERN/MEAN Developer having 1-2 years of experience and skills to lead a small team.The candidate must have: Development Experience in React JS, Node JS & Javascript of 3 years.Extensive experience of developing web applications using React JS and Node JS.Good hands-on experience with Redux.Experience with socket-based communication.Familiarity with the React Hooks API.Good knowledge or experience working with TypeScript.Good experience of working with RESTful APIs.Hands on experience of working with MySQL.AWSBitbucketJIRA
Qualification and Experience:• Bachelor’s Or Master’s Degree in Computer Science / IT Or related field.Additional Details:• Please Fill out this form: Recruitment Form (google.com)",,Enovatorz ,Pakistan, Pakistan ,Remote,51,1 week ago,1,Full-time,Not specified,Not specified,Not specified
Mern Stack Developer,"Progatix · Karāchi, Sindh, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3731997651,51-200 employees,3731997651,https://www.linkedin.com/jobs/view/3731997651,"About the job
            

 
POSITION: MERN Stack DeveloperCOMPANY: PROGATIXJOB TYPE: FULL TIME (onsite)LOCATION: Clifton block 5, KarachiTIMINGS: 11:00am – 8:00pm (Slightly Flexible)  ABOUT US:As a cutting-edge software development, application creation, and IT consultancy provider, we at Progatix offer an array of comprehensive services. From professional software and mobile app development to UI/UX design and software testing, we specialize in every aspect of digital transformation.JOB DESCRIPTION:We are seeking a talented and motivated MERN Stack Developer to join our dynamic team. As a MERN Stack Developer at Progatix, you will be responsible for developing and maintaining web applications using the MERN stack. You will collaborate with cross-functional teams to design, develop, test, and deploy high-quality software solutions.KEY RESPONSIBILITIES:·      Design and develop web applications using the MERN stack.·      Collaborate with cross-functional teams to gather and define software requirements.·      Write clean, maintainable, and efficient code.·      Perform unit testing and debugging to ensure the reliability and performance of applications.·      Maintain and optimize existing codebases.·      Stay up-to-date with the latest industry trends and technologies.·      Participate in code reviews to maintain code quality standards.·      Contribute to the improvement of development processes and best practices.·      Proven experience as a MERN Stack Developer or similar role.·      Strong proficiency in JavaScript, including ES6+.·      Experience with MongoDB, Express.js, React nest/next js, and Node.js.·      Knowledge of RESTful API design and development.·      Familiarity with version control systems (e.g., Git).·      Knowledge of NoSQL, MySQ databases other than MongoDB.·      Familiarity with cloud platforms such as AWS, Azure, or Google Cloud.·      Previous experience with Agile/Scrum development methodologies. REQUIREMENTS:·      Bachelor's degree in Computer Science, Information Technology, or a related field (or equivalent work experience).·      Understanding of front-end technologies such as HTML, CSS, and client-side frameworks.·      Knowledge of web security best practices.·      Excellent problem-solving and communication skills.·      Ability to work both independently and collaboratively in a team environment.·      Strong attention to detail and a commitment to delivering high-quality software.PERKS AND BENEFITS:·      Market competitive compensation with performance-driven bonuses ·      Bi-annual increments·      Comprehensive health insurance·      Provident fund·      Paid leavesInterested candidates should submit their resume, a cover letter detailing their relevant experience, and any relevant portfolio or GitHub links to alvina.shehreen@progatix.com","IT System Custom Software Development
            
              51-200 employees
            

              54 on LinkedIn",Progatix ,Karāchi," Karāchi, Sindh, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,51-200 employees,Not specified
MERN Stack Developer,"Mergestack · Lahore, Punjab, Pakistan (On-site)  
5 days ago

 · 51 applicants",Full-time,https://www.linkedin.com/jobs/view/3733338605,11-50 employees,3733338605,https://www.linkedin.com/jobs/view/3733338605,"About the job
            

 
HIRING ALERT (MERN STACK DEVELOPER)Job Responsibilities:-Optimise components to work seamlessly across different browsers and devices.-Developing and implementing front-end architecture to support user interface concepts.-Debugging and resolving technical problems that arise -Producing detailed design documentation.-Development on both the client and server sides.-Creating secure RESTful-based web services in XML and JSON, Javascript, and JQuery.Requirements:The ideal Candidate Must Have:- BSC degree in Computer Science or a similar relevant field.- Strong analytical and problem-solving skills.- Previous working experience as a MERN Stack Developer for 1+ years.- Hands-on experience with JavaScript- In-depth knowledge and experience creating front-end applications using React, Redux, Redux Saga, React Query, Hook Form, HookState, Material UI, and Tailwind.- In-depth knowledge of NodeJS, ExpressJS, and GraphQL.- Ability to understand business requirements and translate them into technical requirements.- Consumer Web Development Experience for High-Traffic, Public Facing web applications- Ability to manage and lead a team of developers.- Continuous integration (Github Actions) and version control (Git)- Experience in developing and testing software.Good to Have:- Experience with cloud technologies is a plus- Experience with AWS Server-less is a plus#hiring #developer #mernstackdeveloper #jobs2023","IT Services and IT Consulting
            
              11-50 employees
            

              28 on LinkedIn",Mergestack ,Lahore," Lahore, Punjab, Pakistan ",On-site,51,5 days ago,1,Full-time,Not specified,11-50 employees,Not specified
Mean Stack Developer,"K-TABS PVT LTD · Karāchi, Sindh, Pakistan (On-site)  
5 days ago

 · 23 applicants",Full-time,https://www.linkedin.com/jobs/view/3734014462,11-50 employees,3734014462,https://www.linkedin.com/jobs/view/3734014462,"About the job
            

 
The ideal candidate will be responsible for developing high-quality applications. They will also be responsible for designing and implementing testable and scalable code.  Responsibilities Develop quality software and web applicationsAnalyze and maintain existing software applicationsDesign highly scalable, testable codeDiscover and fix programming bugs
Qualifications Development experience with programming languagesSQL database or relational database skills","IT Services and IT Consulting
            
              11-50 employees",K-TABS PVT LTD ,Karāchi," Karāchi, Sindh, Pakistan ",On-site,23,5 days ago,1,Full-time,Not specified,11-50 employees,Not specified
