Job Title,Job Info,Job Type,Job Link_x,employees,Job ID,Job Link_y,Job Desception,Company Info,company,location_1,location_2,Remote/Onsite,n_applicant,job posting time,Job Type nElements,Job-Type,Experience Level,Comp_N_Employees,Comp_Industry
PHP/ Wordpress Developer,"TopSpot · Lahore District, Punjab, Pakistan (On-site)  
1 week ago

 · 15 applicants",Full-time,https://www.linkedin.com/jobs/view/3728227201,51-200 employees,3728227201,https://www.linkedin.com/jobs/view/3728227201,"About the job
            

 
Job descriptionWe are urgently looking for a talented and passionate Full Stack Developer with hands-on experience (4-5 years) in WordPress/ PHP (Frameworks). Candidates should be hardworking, dedicated, and self-motivated with the ability to learn and grow as we provide a friendly and challenging work environment for candidates to put in their best efforts.Responsibilities:• Develop, record, and maintain cutting-edge web-based PHP applications using industry-standard tools and techniques.• Help to drive the definition of PHP and JS frameworks to support new features and refactor legacy elements.• Take part in designing solutions architecture and various technical solutions.• Ability to think critically, conduct research, and creatively solve problems.• Clear communication with stakeholders and peers, and the ability to collaborate as a team.• Convey effectively with all task progress, evaluations, suggestions, and schedules along with technical and process issues.• Resolve identified issues related to PHP development.• Liaise with stakeholders varying from senior managers to various technical personnel.• Head responsibility to evaluate, design, develop and assist application systems.• Maintain and manage clear and complete technical documentation of the assigned project.• Write clean object-oriented PHP as well as efficient SQL.• Monitor coding standards of subordinates in the PHP development pool.• Develop and deploy new features to facilitate related procedures and tools if necessary.• Troubleshoot, test and maintain the core product software and databases to ensure strong optimization and functionality.• Perform database administration and development, as well as web development• Adhere to Agile development standards• Participate in all assigned projects as a SCRUM team member.Qualification:• BS/ MS degree in Computer Science, Engineering or a related subject.• 3+ years of professional development experienceBackground, skills, and experience:• PHP/ WordPress programming and working knowledge of Plugin/ theme development.• Solid grasp of design patterns, solid & clean coding principles• Strong knowledge of both relational and NoSQL databases (MySQL, MongoDB)• Proficient in HTML coding, CSS, JavaScript, AJAX, Angular JS, and JQuery• Demonstrable knowledge of web technologies including bootstrap and extensive JS knowledge• Passion for best design and coding practices and a desire to develop new bold ideas SAAS, HTML5, CSS, Bootstrap, WordPress, PHP","IT Services and IT Consulting
            
              51-200 employees
            

              117 on LinkedIn",TopSpot ,Lahore," Lahore District, Punjab, Pakistan ",On-site,15,1 week ago,1,Full-time,Not specified,51-200 employees,Not specified
Web Developer - WordPress,"Nakisa · Lahore, Punjab, Pakistan (On-site)  
3 weeks ago

 · 30 applicants",Full-time · Entry level,https://www.linkedin.com/jobs/view/3714278061,201-500 employees · Software Development,3714278061,https://www.linkedin.com/jobs/view/3714278061,,,Nakisa ,Lahore," Lahore, Punjab, Pakistan ",On-site,30,3 weeks ago,2,Full-time,Entry level,201-500 employees , Software Development
Wordpress Developer,"Altilik · Multan, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3729931423,See how you compare to 18 applicants. Reactivate Premium,3729931423,https://www.linkedin.com/jobs/view/3729931423,"About the job
            

 
Experience WordPress developer Office base job in multan",,Altilik ,Multan," Multan, Punjab, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,Not specified,Not specified
Senior Wordpress Developer,"Eleven Dev · Lahore, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3723050636,11-50 employees,3723050636,https://www.linkedin.com/jobs/view/3723050636,"About the job
            

 
Eleven Dev is on the hunt for a seasoned WordPress Developer with a knack for custom work. If you have a passion for crafting and tailoring entire themes and plugins, and possess a comprehensive understanding of both the front-end and back-end of WordPress, we want you on our team. We're looking for a developer who is not only proficient in WordPress but also has a strong command over API integrations, especially JSON. Join us and be a part of a dynamic team that values innovation and technical excellence.Qualification:At least bachelors level education from any reputable institution.Requirements: At least 3.5 years of Wordpress Development.Proven experience in developing custom WordPress themes and plugins from scratch.Proficient in PHP, JavaScript, HTML, and CSS.Strong understanding of WordPress back-end and front-end development.Experience with API integrations, particularly JSON.Familiarity with modern front-end build pipelines and tools.Strong understanding of responsive design and cross-browser compatibility issues.Knowledge of code versioning tools such as GIT.Excellent problem-solving skills and attention to detail.Strong communication skills and the ability to work both independently and as part of a team.
Responsibilities: Design, develop, and maintain custom WordPress themes and plugins.Ensure high-performance and availability of websites, and manage all technical aspects of the CMS.Collaborate with the design team to ensure the technical feasibility of UI/UX designs.Integrate third-party APIs and ensure seamless data flow.Conduct website performance tests and optimize for speed and scalability.Troubleshoot and resolve issues, bugs, and conflicts.Stay updated with the latest industry trends and best practices to ensure our web presence remains cutting-edge.Provide technical guidance and support to junior developers.
Salary:Up to 200K PKR.","Software Development
            
              11-50 employees
            

              1 on LinkedIn",Eleven Dev ,Lahore," Lahore, Punjab, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,11-50 employees,Not specified
Wordpress Plugin Developers,"EIGHTY EIGHT TECH PVT LTD. · Islamabad, Islāmābād, Pakistan (On-site)  
1 week ago

 · 11 applicants",Full-time,https://www.linkedin.com/jobs/view/3730758325,Nauman Khan is hiring for this job,3730758325,https://www.linkedin.com/jobs/view/3730758325,"About the job
            

 
Responsibilities: Plugin development· Theme Development
Skills: WordPress· Core Php· Object Oriented Php· Html· Advanced CSS· JS/JQ · Bootstrap 5
Education/Qualification/Experience:   Minimum Bachelor's Degree· 3+ years of professional experience well-known organization.
#wordpress #plugindeveloper #islamabadjobs #jobs #eightyeighttech",,EIGHTY EIGHT TECH PVT LTD. ,Islamabad," Islamabad, Islāmābād, Pakistan ",On-site,11,1 week ago,1,Full-time,Not specified,Not specified,Not specified
Wordpress Developer,"DevLynx Technologies · Lahore, Punjab, Pakistan (On-site)  
1 week ago

 · 43 applicants",Full-time,https://www.linkedin.com/jobs/view/3731398026,11-50 employees,3731398026,https://www.linkedin.com/jobs/view/3731398026,"About the job
            

 
Role DescriptionThis is a full-time, on-site role for a Wordpress Developer located in Lahore. The Wordpress Developer will be responsible for the day-to-day tasks associated with Back-End Web Development, Front-End Development, Responsive Web Design, Web Design, and Web Development.Qualifications Back-End Web Development and Web Development skillsFront-End Development and Responsive Web Design skillsUnderstanding of PHP, MySQL, and HTML/CSSAbility to develop custom Wordpress plugins, themes, and templatesAbility to troubleshoot and support existing Wordpress sitesExperience with e-commerce and third-party integrationsExcellent problem-solving and critical thinking skillsBachelor's degree in Computer Science or related field","Software Development
            
              11-50 employees",DevLynx Technologies ,Lahore," Lahore, Punjab, Pakistan ",On-site,43,1 week ago,1,Full-time,Not specified,11-50 employees,Not specified
Backend Developer (Custom WordPress and Laravel),"RGS Digitals · Karāchi, Sindh, Pakistan (On-site)  
1 week ago

 · 22 applicants",Full-time,https://www.linkedin.com/jobs/view/3730673152,11-50 employees,3730673152,https://www.linkedin.com/jobs/view/3730673152,,,RGS Digitals ,Karāchi," Karāchi, Sindh, Pakistan ",On-site,22,1 week ago,1,Full-time,Not specified,11-50 employees,Not specified
Wordpress Developer,"Abstron Pvt Ltd · Lahore, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3731288105,11-50 employees,3731288105,https://www.linkedin.com/jobs/view/3731288105,"About the job
            

 
We are looking for a skilled and experienced WordPress and Shopify Developer to join our growing team. As a WordPress and Shopify Developer, you will play a crucial role in creating and maintaining websites that not only look great but also provide a seamless and user-friendly experience for our clients and their customers.*Key Responsibilities:*1. *WordPress Development:* - Customize and develop WordPress themes and plugins to meet project requirements. - Create responsive and visually appealing websites using HTML, CSS, and JavaScript. - Optimize website performance and ensure compatibility across various browsers and devices. - Integrate third-party APIs and services as needed.2. *Shopify Development:* - Develop and customize Shopify themes to meet client specifications. - Set up and configure Shopify stores, including product listings, payment gateways, and shipping options. - Troubleshoot and resolve issues related to Shopify store functionality. - Stay updated with the latest Shopify trends and best practices.3. *Collaboration:* - Collaborate with designers and project managers to implement website designs and functionalities. - Participate in brainstorming sessions to propose creative solutions for clients' needs. - Communicate effectively with clients to understand their requirements and provide technical guidance.4. *Quality Assurance:* - Conduct thorough testing of websites to identify and fix bugs, issues, and compatibility problems. - Ensure websites are fully optimized for speed and performance. - Maintain version control and documentation for all development projects.*Qualifications:*- Bachelor's degree in Computer Science, Web Development, or a related field (or equivalent experience).- Proven experience in WordPress and Shopify development, with a strong portfolio of past projects.- Proficiency in HTML, CSS, JavaScript, PHP, and MySQL.- Knowledge of web accessibility and SEO best practices.- Familiarity with responsive design principles.- Excellent problem-solving skills and attention to detail.- Strong communication and teamwork abilities.*Bonus Skills:*- Experience with other e-commerce platforms.- Knowledge of web security best practices.- Familiarity with graphic design software.- Experience with version control systems (e.g., Git).If you are a talented WordPress and Shopify Developer looking to take your career to the next level and be part of a dynamic team, we encourage you to apply!","Information Technology & Services
            
              11-50 employees
            

              41 on LinkedIn",Abstron Pvt Ltd ,Lahore," Lahore, Punjab, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,11-50 employees,Not specified
Word Press Developer,"EPLsoft PVT LTD. · Pakistan (Remote)  
6 days ago

 · 27 applicants",Contract,https://www.linkedin.com/jobs/view/3732856079,Saad Malik is hiring for this job,3732856079,https://www.linkedin.com/jobs/view/3732856079,"About the job
            

 
WE ARE HIRINGThe EPLsoft team is currently looking for the candidate to fill the position of “WORDPRESS WEB DEVELOPER”.Responsibilities: Develop and maintain high-quality WordPress websitesCollaborate with designers to implement visual elements and ensure a seamless user experienceUtilise page builders such as Elementor or other similar tools to create custom layouts and designsOptimise websites for performance, speed, and responsivenessImport themes into WordPress and configure them based on project requirementsExport design assets from Figma or Photoshop and integrate them into WordPress themesEnsure cross-browser compatibility and adherence to web standardsTroubleshoot and resolve any issues related to website functionality or design
Requirements: Proven experience in creating websites using WordPressStrong knowledge of page builders such as Elementor, or similar toolsFamiliarity with HTML, CSS, and JavaScriptProficiency in design software like Figma or PhotoshopAbility to export design assets and integrate them into WordPress themesExcellent attention to detail and ability to deliver high-quality workStrong problem-solving skills and ability to troubleshoot technical issuesGood communication and collaboration skills
If you are a creative individual with a passion for web development and a keen eye for design, we would love to hear from you. Join our team and be part of creating outstanding websites that leave a lasting impression on our clients and their audiences.To apply please submit your resume, portfolio, and any relevant work samples demonstrating your WordPress development skills at Admin@EPLsoft.com .",,EPLsoft PVT LTD. ,Pakistan, Pakistan ,Remote,27,6 days ago,1,Contract,Not specified,Not specified,Not specified
Wordpress Plugin Developer,"WP Centric · Pakistan (Remote)  
6 days ago",Full-time,https://www.linkedin.com/jobs/view/3732839948,11-50 employees,3732839948,https://www.linkedin.com/jobs/view/3732839948,"About the job
            

 
Company DescriptionWP Centric is a company that specializes in WordPress development and maintenance services. We serve clients across the globe, including Africa, Europe, America, and the Middle East. With a team of WordPress experts, we take on any WordPress-related tasks and deliver timely results.Role DescriptionThis is a full-time remote role for a WordPress Plugin Developer. The developer will be responsible for designing, developing and maintaining WordPress plugins and customizing existing plugins to fit client needs. The developer will work closely with project managers, designers and other developers to deliver quality products.Qualifications Strong experience in WordPress Plugin developmentCan work independently without supervisionProficiency in the latest versions of PHP and WordPressExpertise in HTML, CSS, JavaScript and jQueryExperience in MySQL and code optimizationKnowledge of RESTful API and webhooksStrong problem-solving skills and attention to detailGood communication skills and ability to work effectively remotelyExperience with Git and version control systemExperience in customizing WordPress themes and creating multi lingual websites is a plusExperience in WooCommerce or E-commerce development is a plus
Competitive Package Quarterly Performance based BonusesFlexible working hours (8 hours a day)Monthly Internet Allowance","Information Technology & Services
            
              11-50 employees
            

              3 on LinkedIn",WP Centric ,Pakistan, Pakistan ,Remote,,6 days ago,1,Full-time,Not specified,11-50 employees,Not specified
