Job Title,Job Info,Job Type,Job Link_x,employees,Job ID,Job Link_y,Job Desception,Company Info,company,location_1,location_2,Remote/Onsite,n_applicant,job posting time,Job Type nElements,Job-Type,Experience Level,Comp_N_Employees,Comp_Industry
Senior Python Engineer for UK Consultant,"Haris okz · Khyber Pakhtunkhwa, Pakistan (Remote)  
1 week ago",Part-time,https://www.linkedin.com/jobs/view/3728285591,See how you compare to 86 applicants. Reactivate Premium,3728285591,https://www.linkedin.com/jobs/view/3728285591,"About the job
            

 
Senior Python Engineer (Remote - UK) Work Authorization to work in UK This contract python engineer role is with a leading professional services firm, based in UK City Centre. You will join them on a brand-new project for a client who is a giant in the residential industry. In this Python engineering role, you will write a Python script from scratch, in order to help the client audit their servers and become more cost-effective. Given the scale of the project, they are looking for a Python engineer who can hit the ground running and deliver high-quality solutions. The initial contract is for 6 months; however, it is likely to be extended as this company has a 5-year roadmap with a need for Python expertise. You will: 1. Develop Python code from scratch and dig into multiple databases to audit these servers. 2. Be the Python expert for the organisation. 3. Work on a high-caliber project for industry giants. Skills/ Experience: 1. Experienced Python engineer 2. Proven ability to work with large servers / solve complex problems 3. Proven ability to deal with large complex environments and deal with multiple servers",,Haris okz ,Khyber," Khyber Pakhtunkhwa, Pakistan ",Remote,,1 week ago,1,Part-time,Not specified,Not specified,Not specified
Data Lake Migration Expert to AWS & Python Expert,"Chiro Sync · Islamabad, Islāmābād, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3728842838,1-10 employees,3728842838,https://www.linkedin.com/jobs/view/3728842838,"About the job
            

 
Job Description:We are seeking an Expert Data Lake Migration Project Manager to lead a transformative 2-year project, migrating our data lake to Amazon Web Services (AWS). In this role, you will oversee the migration of CSV files to various S3 buckets, utilizing tools such as AWS Glue, AWS DMS, Python, RDS, and Terraform. You will work closely with cross-functional teams, ensuring the successful execution of this critical initiative.Responsibilities: Project Planning: Develop a comprehensive project plan, including timelines, resource allocation, and key milestones, to ensure a successful data lake migration.Cross-functional collaboration: Collaborate with data engineers, cloud architects, and data analysts to define and execute migration strategies per functional areas.AWS Expertise: Utilize your AWS expertise to make informed decisions and optimize data storage, security, and processing in AWS.Tool and Technology Integration: Oversee the integration of AWS Glue jobs, AWS DMS, Python scripts, RDS databases, and Terraform scripts to support data migration and transformation.Data Analysis and Quality Assurance: Implement data validation processes and quality assurance measures to ensure data integrity throughout the migration.Risk Management: Identify potential risks and develop mitigation strategies to ensure a smooth migration process.Documentation: Maintain detailed documentation of the migration process, including configurations, scripts, and standard operating procedures.Team Leadership: Lead a project team, providing guidance and support to ensure project objectives are met.
Requirements: Bachelor's degree in Computer Science, Information Technology, or a related field (Master's preferred).Proven experience managing complex data migration projects, particularly to AWS.Strong knowledge of AWS services such as S3, Glue, DMS, RDS, and Terraform.Proficiency in Python for data manipulation and analysis.Excellent communication and interpersonal skills to collaborate effectively with cross-functional teams.Strong problem-solving and analytical abilities.Project management certification (e.g., PMP) is a plus.
Benefits: Competitive salary and benefits package.Opportunity to work on a transformative project with cutting-edge cloud technology.Career growth and development opportunities within the organization.Collaborative and innovative work environment.Work-life balance and flexibility.
If you're a results-driven project manager with a passion for data and AWS, we'd love to hear from you. Join us in this exciting journey as we migrate our data lake to AWS and unlock new possibilities for data-driven decision-making.","IT Services and IT Consulting
            
              2-10 employees
            

              1 on LinkedIn",Chiro Sync ,Islamabad," Islamabad, Islāmābād, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,1-10 employees,Not specified
Python Backend developer,"Zee Palm · Lahore, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3729297532,See how you compare to 92 applicants. Reactivate Premium,3729297532,https://www.linkedin.com/jobs/view/3729297532,"About the job
            

 
In-depth Knowledge of PythonExperience in Django Framework, i.e. writing APIs using Django REST Framework and its ORMExperience with event-driven programming using Django and Celery WorkersBasic understanding of Docker Containers",,Zee Palm ,Lahore," Lahore, Punjab, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,Not specified,Not specified
Senior Python Developer,"TatbeeqSoft · Lahore, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3730137652,11-50 employees,3730137652,https://www.linkedin.com/jobs/view/3730137652,"About the job
            

 
Role DescriptionThis is a full-time, on-site role for a Senior Python Developer at TatbeeqSoft located in Lahore, Pakistan. As a Senior Python Developer, you will work with our team of expert developers to design, develop, and deploy Python-based web applications. Your day-to-day tasks will include developing reusable code, writing clean and maintainable code, and participating in code reviews. You will be responsible for creating high-level architecture designs, collaborating with cross-functional team members, and troubleshooting production issues.Qualifications Strong proficiency in Python and Django having 3 years+ experience.Experience with MySQL, PostgreSQL, and MongoDBExperience with HTML, CSS, and JavaScriptExperience with AWS and AzureExperience with Git and code versioningExperience with Agile development methodologiesProven experience in developing web applicationsBachelor's degree in Computer Science or a related fieldAbility to work effectively in a team environment and communicate effectively with both technical and non-technical team membersExperience with Flask and Kubernetes is a plusExperience with AI, Machine Learning, and Big Data is a plusExperience with Healthcare and Medical Image Analysis is a plus","Software Development
            
              11-50 employees
            

              11 on LinkedIn",TatbeeqSoft ,Lahore," Lahore, Punjab, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,11-50 employees,Not specified
Python and PHP Developer,"Domino's Pizza · Karachi Division, Sindh, Pakistan (On-site)  
1 week ago

 · 32 applicants",Full-time,https://www.linkedin.com/jobs/view/3730660812,"1,001-5,000 employees",3730660812,https://www.linkedin.com/jobs/view/3730660812,"About the job
            

 
Location: You will work in our Karachi office for an organization based in Saudi Arabia (KSA).Job Description:• Develop and create new software programs and applications.• Plan phases of the software development life cycle (SDLC) for various projects.• Prepare software requirements and specifications documentation.• Research and document user requirements for software.• Stay updated on emerging application development software, languages, andstandards.• Recommend and implement software improvements and upgrades.• Code and test software programs to meet specifications.• Enhance functionality and appearance of company website and web applications.• Remove unnecessary code from company website and web applications.• Debug errors and optimize software performance.• Generate reports on programming progress and statistics.• Collaborate with teams to resolve software issues and guide junior developers.Competencies and Skills:• Working technical knowledge of Python, and PHP.• Understanding of object-oriented programming.• Hands on experience working in cloud development environments, including AWSand Azure.• Knowledge of SOAP and REST web services• Extensive experience with MySQL, MS SQL and Postgres database.• Experience with CI/CD pipelines and related tools.Job Specifications:Education: Minimum Bachelor’s Degree in CS/Computer EngineeringExperience: 2 to 4 years of relevant experience.","Food and Beverage Services
            
              1,001-5,000 employees
            

              3,029 on LinkedIn",Domino's Pizza ,Karachi," Karachi Division, Sindh, Pakistan ",On-site,32,1 week ago,1,Full-time,Not specified,"1,001-5,000 employees",Not specified
Django Developer,"Zweidevs (Pvt) Ltd · Lahore, Punjab, Pakistan (On-site)  
1 week ago

 · 170 applicants",Full-time,https://www.linkedin.com/jobs/view/3730657969,11-50 employees,3730657969,https://www.linkedin.com/jobs/view/3730657969,"About the job
            

 
Job Opportunity: Senior Django DeveloperAre you an experienced Senior Django Developer? Do you enjoy making great web applications using Django? If yes, we'd love to have you join our growing team!As a Senior Django Developer with us, you'll lead the way in creating and maintaining top-notch web applications using Django, a well-known Python web framework.Your Role: Lead the creation and maintenance of cutting-edge web applications utilizing Django.Craft code that is not only clean and efficient but also meticulously documented, ensuring scalability and ease of maintenance.Collaborate harmoniously with cross-functional teams, collectively defining, conceptualizing, and delivering new features.Optimize application performance and scalability, contributing to a seamless user experience.Play an active role in code reviews, upholding code quality to the highest standards.Nourish and guide junior developers within the team, sharing your wisdom and expertise.Stay current with emerging technologies, frameworks, and programming languages that pertain to web development.Extend your technical insights and recommendations to stakeholders, providing them with valuable guidance.
What We Require: Hold a Bachelor's or Master's degree in Computer Science, Engineering, or a related field.Boast a minimum of 1- 3 years' hands-on experience as a Django Developer.Showcase a proven track record of leading web application development projects through Django.Exhibit a robust command of the Python programming language.Bring to the table experience in the design and implementation of RESTful APIs.Possess a firm grasp of AWS services, leveraging them effectively.Display proficiency in SQL and a history of working with databases such as MySQL and PostgreSQL.Manifest a profound understanding of software development principles encompassing object-oriented programming, design patterns, and test-driven development.Employ excellent problem-solving abilities, adeptly debugging code when challenges arise.
We Offer:In return for your expertise and dedication, we provide a competitive compensation package, flexible work hours, a comprehensive benefits bundle, and pathways for your professional advancement and growth. If you're a driven and impassioned Senior Django Developer searching for a fulfilling and stimulating role, seize this opportunity and apply today!Job Type: Full-timeAbility to commute/relocate: Lahore: Reliably commute or planning to relocate before starting work (Required)","Software Development
            
              11-50 employees
            

              47 on LinkedIn",Zweidevs (Pvt) Ltd ,Lahore," Lahore, Punjab, Pakistan ",On-site,170,1 week ago,1,Full-time,Not specified,11-50 employees,Not specified
Head of Software Engineering (Python),"Alethea AI · Lahore, Punjab, Pakistan (Hybrid)  
1 week ago

 · 43 applicants",Full-time,https://www.linkedin.com/jobs/view/3731364942,51-200 employees,3731364942,https://www.linkedin.com/jobs/view/3731364942,"About the job
            

 
About the Company:Alethea AI is an award-winning research and development studio building at the intersection of two of the most transformative technologies of our time: Generative AI and Blockchain. Our mission is to use these technologies to enable decentralized ownership and democratic governance of AI. We believe the key to achieving our mission is to partner and work with those who share our values to advance the development and adoption of the AI Protocol. Alethea’s protocol is backed by a roster of Tier-1 partners like Binance, Mark Cuban Companies, Crypto.com, Metapurse, BITKRAFT, Galaxy Interactive and more.About the Team:Alethea’s team today consists of around 100+ talented developers, researchers, engineers, builders, marketers and creators with talent coming from Top Web 3 and Web 2 companies like Tesla, Polygon, LinkedIn and others.Our strategic partnerships with OpenSea, Binance and other Tier-1 Platforms continues to allow us to launch innovative products and services.Who we are looking for:We are looking to hire a Head of Software Engineering. You will play a crucial role in collaborating with the VP of Engineering to provide hands-on technical expertise, effective people management, and strategic guidance. You will oversee the software engineering team's activities, ensuring the successful delivery of high-quality software solutions that harness the power of Generative AI and blockchain and Web2 technologies. Your expertise in software engineering, combined with your ability to mentor and motivate a team, will be essential in achieving our ambitious goals.Responsibilities: Report to and collaborate closely with the VP of Engineering to define the technical roadmap, goals, and priorities for the software engineering team, aligning them with the company's vision and objectivesProvide technical expertise and guidance in areas such as machine learning, deep learning, smart contracts, consensus algorithms, and decentralized applications (DApps).Ensure adherence to best practices in software development, code quality, testing, and deployment processes.Conduct regular performance evaluations, identify skill gaps, and provide training and professional development opportunities for the team members.Lead and manage a team of highly skilled software engineers, providing technical guidance, mentorship, and fostering a culture of collaboration and innovation.Ensure the successful delivery of software projects, adhering to best practices in software engineering, code quality, testing, and deployment processes.Collaborate with cross-functional teams, including product managers, designers, and researchers, to define requirements, prioritize features, and deliver high-quality products on time.Drive continuous improvement initiatives within the software engineering team, identifying areas for improvement in processes, tools, and technologies.Develop and maintain a talent acquisition and retention strategy, actively participating in the recruitment and onboarding of top engineering talent.Provide ongoing performance evaluations, feedback, and career development support to team members, fostering their growth and professional development.Foster a positive and inclusive team culture, promoting effective communication, knowledge sharing, and collaboration.Stay updated with the latest trends and advancements in software engineering, generative AI, and blockchain technologies, and proactively identify opportunities for improvement and innovation within our technical stack.
Requirements: Bachelor's or Master's degree in Computer Science, Engineering, or a related field. Advanced degree preferred.8-10 years of experience with software product development, who is still hands-on and heavily involved in the entire SDLC. 4-5 years of experience managing, leading and mentoring technical teams in a fast-paced, agile environment pertaining to product development.Excellent python programming skills and knowledge of the python ecosystem including Django, Flask, and FastAPI.Understanding of Frontend technologies and frameworks, client server architecture, microservices, cloud based scalable architecture. multi tenant architecture.Interest in Blockchain technologies (e.g., Ethereum, Hyperledger Fabric), Smart Contracts, Decentralized systems, and Blockchain development frameworks.Understanding of Artificial Intelligence (AI), Computer Vision, Machine Learning/ML Ops would be a plus.Proven experience with Web2 software development principles, including modern frontend and backend technologies, microservices, RESTful APIs, and cloud platforms (e.g., AWS, Azure, GCP).Experience with DevOps practices, continuous integration and deployment (CI/CD) pipelines, and containerization technologies (e.g., Docker, Kubernetes).Strong problem-solving and analytical skills, with the ability to navigate complex technical challenges and make data-driven decisions.Excellent communication and leadership skills, with the ability to collaborate effectively with cross-functional teams and stakeholders.Ability to mentor and guide junior team membersAdaptability and ability to work in a fast-paced and dynamic environmentContinuous learning mindset and willingness to stay updated with the latest industry trends and technologies.
What Alethea AI Offers: Competitive Compensation PackageHybrid Work Model with LaptopPaid Leaves","Software Development
            
              51-200 employees
            

              20 on LinkedIn",Alethea AI ,Lahore," Lahore, Punjab, Pakistan ",Hybrid,43,1 week ago,1,Full-time,Not specified,51-200 employees,Not specified
Python Django developer,"Samaritan Technologies · Lahore, Punjab, Pakistan (On-site)  
1 week ago

 · 47 applicants",Full-time,https://www.linkedin.com/jobs/view/3731290878,11-50 employees,3731290878,https://www.linkedin.com/jobs/view/3731290878,"About the job
            

 
Responsibilities  Write software applications and programs for backend/frontend purposes. Analyse programs and apps to improve their features and functionalities. Test & debug programs and fix any reported bugs. Collaborate with the tech team to improve the performance, efficiency, and scalability of our tools. 
Requirements   BS/BE in Computer Science/Computer Engineering. Programming experience of 1 to 2 years in Python language. Expertise in at least one popular Python framework (like Django, Flask DRF, Scrapping). Experience of 1 to 2 years in front-end technologies such as HTML5, CSS, JQuery, JS, ...etc. Knowledge of APIs and web services. Knowledge of Relational Databases (MySQL, PostgreSQL, SQL Server ...) and SQL language. Knowledge of NoSQL databases is a plus. Knowledge of AWS is a plus / Knowledge of data visualization tools, mainly Tableau, is a plus. Ability to work in a team environment. Strong problem-solving skills and analytical skills. Resilience and a determination to succeed. Independent thinkers with growth mindset. Must be passionate, self-motivated, and able to learn quickly. Strong sense of integrity. Personal values that match our company values.","Software Development
            
              11-50 employees
            

              59 on LinkedIn",Samaritan Technologies ,Lahore," Lahore, Punjab, Pakistan ",On-site,47,1 week ago,1,Full-time,Not specified,11-50 employees,Not specified
Python Team Lead,"MindRind · Lahore, Punjab, Pakistan (On-site)  
1 week ago

 · 11 applicants",Full-time,https://www.linkedin.com/jobs/view/3731281040,51-200 employees,3731281040,https://www.linkedin.com/jobs/view/3731281040,"About the job
            

 
Job Description: We are looking for Python Team Lead.Requirements:1) Works closely with the Project Manager to have a solid understanding of business and product.2) Responsible for delivering projects on budget, on time, to requirements, and with high quality.3) Writing testable, scalable, and efficient code, leading by example, and setting coding standards for the team.4) Report problems to higher-level leaders and get resources and support to resolve them.5) Make low-level decisions, enabling higher-level leaders to focus on broader matters.6) Manage teams to maintain a high quality for software products by establishing good habits and practices.Qualification:1) Experience 4-5 years. Able to create and train.Shift: 2pm to 11pmLocation: Johar TownInterested candidates please their resumes at fiza@mindrind.com by mentioning position title in subject.","IT Services and IT Consulting
            
              51-200 employees
            

              41 on LinkedIn",MindRind ,Lahore," Lahore, Punjab, Pakistan ",On-site,11,1 week ago,1,Full-time,Not specified,51-200 employees,Not specified
Software Engineer III-Django,"Oraan · Karāchi, Sindh, Pakistan (Hybrid)  
1 week ago

 · 33 applicants",Full-time,https://www.linkedin.com/jobs/view/3732205084,51-200 employees,3732205084,https://www.linkedin.com/jobs/view/3732205084,"About the job
            

 
About the role Are you up for making your mark with an App that’s changing the way the women in Pakistan access banking?Oraan is a fast-growing FinTech, based in Pakistan, that’s growing and needs your help! We’re looking for an excellent and ambitious Software Engineer who is a wizard at development, designing and implementing algorithms. If you choose to apply for this job and we select you to play a part in our mission, you’ll take on part responsibility of our inhouse built systems.Your responsibilities include Writing scablable code for server side applicationsDeveloping backend components, and integrating user-facing elements in collaboration with other developersGuide team development efforts towards successful project delivery.Provide technical leadership to teammates through coaching and mentorship. Maintain high standards of software quality within the team by establishing good practices and habitsPrepare manuals and other documentation on the status, operation and maintenance of software. Participate in peer-reviews of solution designs and related code.Coordinate with Project Managers or other Developers to determine deadlines for captured requirements Able to effectively provide reasonable estimate for project timelines from development to deliveryCollaborate with Project Managers to ensure requirements are met and delivered accuratelyReprogramming existing components of the system to drive improved functionalityCode reviewing of other developers and coaching junior team membersImplement software enhancements and suggest improvements
What working at Oraan looks likeAt Oraan, our team members are our greatest asset. We foster a culture of collaboration, innovation, continuous growth, and celebrating your unique identity. Here’s how we help our teams achieve the mission we are on: Market Competitive SalariesExtensive family medical insurance-To help cope up with difficult situationsHolidays, Cause we all need a break sometimeMaternity & Paternity Leaves-To take that well deserved break and spend some time Paid time off for your Birthday-To enjoy the day off with your friends and familyAdditional Cost of Living Allowance-To help maintain the increasing cost of livingSuper Discounted Oraan Committees-To help take advantage of what it's like to be a customer on the insideEarned Wage Access-To help meet those ever increasing costsRegular get togethers and social activities - We gotta have fun too right?
Join us on our journey to transform the world of finance, one customer at a time.Entry Requirements Solid 6 Years experience in Software DevelopmentProven 3 Years experience of programming in Python Language with either with Django, Flask or Bottle Expert of working in an Agile/Scrum development environmentExcellent understanding of MVC and RDBMS.Good knowledge of Amazon Web Services (AWS) and REST APIGreat team player and able to work efficiently with minimal supervisionExcellent analytical and problem-solving-skillsBS/MS Degree in Computer Science, Engineer or related subject","Financial Services
            
              51-200 employees
            

              66 on LinkedIn",Oraan ,Karāchi," Karāchi, Sindh, Pakistan ",Hybrid,33,1 week ago,1,Full-time,Not specified,51-200 employees,Not specified
Senior Python Developer,"TatbeeqSoft · Lahore, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3732218014,11-50 employees,3732218014,https://www.linkedin.com/jobs/view/3732218014,"About the job
            

 
Role DescriptionThis is a full-time, on-site role for a Senior Python Developer at TatbeeqSoft located in Lahore, Pakistan. As a Senior Python Developer, you will work with our team of expert developers to design, develop, and deploy Python-based web applications. Your day-to-day tasks will include developing reusable code, writing clean and maintainable code, and participating in code reviews. You will be responsible for creating high-level architecture designs, collaborating with cross-functional team members, and troubleshooting production issues.Qualifications Strong proficiency in Python and Django having 3 years+ experience.Experience with MySQL, PostgreSQL, and MongoDBExperience with HTML, CSS, and JavaScriptExperience with AWS and AzureExperience with Git and code versioningExperience with Agile development methodologiesProven experience in developing web applicationsBachelor's degree in Computer Science or a related fieldAbility to work effectively in a team environment and communicate effectively with both technical and non-technical team membersExperience with Flask and Kubernetes is a plusExperience with AI, Machine Learning, and Big Data is a plusExperience with Healthcare and Medical Image Analysis is a plus","Software Development
            
              11-50 employees
            

              11 on LinkedIn",TatbeeqSoft ,Lahore," Lahore, Punjab, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,11-50 employees,Not specified
Software Architect - Python,"HR Ways - Hiring Tech Talent · Lahore, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3731988504,11-50 employees,3731988504,https://www.linkedin.com/jobs/view/3731988504,"About the job
            

 
Hiring one of the innovative technology company that standardizes, automates, and centralizes the subcontracting process for buyers and suppliers in the manufacturing industry. Company Strength: 200+Location: LahoreExperience: 8+ Overall and 5+years in pythonSalary: Market competitiveJob Description: Manage projects acting as a technical lead to the development team.Support the development of cross functional business processes; identify alternative solutions, assess feasibility, and recommend new approaches via technology enablementProvide thought leadership in emerging technologies to the teamAct as subject matter expert in the code, mentor team members, and create innovation for complex user problems
Maintain technical documents regarding developed systemsResponsible for working within a fast paced environment with teams to design, build and support customersAssure the quality of workAbility to multitask and meet deadlines
Requirements: Overall 10+ years of experience as a software engineer.Having expertise in Django, Python, Web Services, JavaScript framework (Angular), CSS etc.Strong problem-solving skills.Expert of working with REST APIsExpert in system design and software engineering skills. Ability to implement efficient software solutions to handle large quantities of data.Excellent teamwork and communication skills.Ability to work in a fast-paced and challenging environment.Expert in Agile development methodology in implementing SDLC.Expert in Database design and implementationStrong emphasis on Unit Testing and Test-Driven DevelopmentStrong UI/UX skills and expertise in data visualization using Charts like D3 etc.Strong attention to detail analytical and problem-solving skills.Good to have NodeJS experience.Having experience of working with microservices would be considered a plus
Share your updated cv at: Fakyha@hrways.co (not com)About HR Ways: HR Ways is a Technical Recruitment Firm helping software houses and IT Product companies Internationally and Locally to find IT Talent. HR Ways is engaged by 150 + Employers ranging from world’s biggest SaaS Companies to most competitive Startups. Find out more at www.hrways.co","Human Resources Services
            
              11-50 employees
            

              77 on LinkedIn",HR Ways - Hiring Tech Talent ,Lahore," Lahore, Punjab, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,11-50 employees,Not specified
Sr. Python Developer,"Techstack Digital · Karāchi, Sindh, Pakistan (On-site) Reposted  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3724220443,11-50 employees,3724220443,https://www.linkedin.com/jobs/view/3724220443,"About the job
            

 
Techstack Digital is looking for ""Sr. PYTHON DEVELOPER""Positions : 3Location : Gulshan e IqbalShift : MorningExperience : 4 to 5 years Strong knowledge of Python programming language and algorithmsKnowledge of Python web frameworks such as (e.g. Django, and Flask) along with databases.Compile and analyze data, processes, and codes to troubleshoot problems and identify areas for improvement.Collaborating with the front-end developers and other team members to establish objectives and design more functional, cohesive codes to enhance the user experience.Developing ideas for new programs, products, or features by monitoring industry developments and trends.A clear understanding of multithreading and Synchronization concepts. What does
Relevant Experience Bachelors in Computer Science or equivalent4 to 5 years of experience in PythonPrior experience in DJANGO, Flask, etc.Command on frontend technologies (Angular) would be a plusDeployment on cloud platforms would be a plus","IT Services and IT Consulting
            
              11-50 employees
            

              14 on LinkedIn",Techstack Digital ,Karāchi," Karāchi, Sindh, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,11-50 employees,Not specified
Sr. Python Developer,"DevGate · Islamabad, Islāmābād, Pakistan (On-site)  
6 days ago",Full-time,https://www.linkedin.com/jobs/view/3732829049,51-200 employees,3732829049,https://www.linkedin.com/jobs/view/3732829049,"About the job
            

 
Job Description:As a Python Developer with expertise in WebRTC, you will be responsible for designing, developing, and maintaining our real-time communication solutions. You will collaborate closely with cross-functional teams to deliver high-quality products that provide seamless and secure real-time communication experiences to our users.Responsibilities:·      Collaborate with cross-functional teams to design, develop, and maintain real-time communication solutions using Python, WebRTC, Django, and Flask.·      Write clean, efficient, and maintainable code while adhering to coding standards.·      Troubleshoot and resolve issues related to real-time communication and web application functionality.·      Participate in code reviews to ensure code quality and consistency.·      Optimize applications for performance, scalability, and security.·      Stay up-to-date with emerging technologies and best practices in web development.Requirements:·      3-4 years of professional experience in Python web development.·      Strong proficiency in WebRTC, Django, and Flask.·      Experience with real-time communication protocols and technologies.·      Familiarity with frontend technologies such as HTML, CSS, and JavaScript.·      Knowledge of database systems (e.g., SQL, NoSQL).·      Excellent problem-solving skills and attention to detail.·      Strong communication and teamwork abilities.·      Dedication to meeting project deadlines and delivering high-quality work.·      Preferred Qualifications:·      Experience with WebSockets and related technologies.·      Knowledge of containerization (e.g., Docker).·      Familiarity with cloud platforms (e.g., AWS, Azure).·      Contributions to open-source projects related to WebRTC or web development.What We Offer:·      The opportunity to work on cutting-edge projects in real-time communication.·      Collaborative and innovative work environment.·      Career growth and development opportunities.·      Competitive compensation package.Education: Bachelor's or master's degree in computer science, Software Engineering, or a related field.","IT Services and IT Consulting
            
              51-200 employees
            

              48 on LinkedIn",DevGate ,Islamabad," Islamabad, Islāmābād, Pakistan ",On-site,,6 days ago,1,Full-time,Not specified,51-200 employees,Not specified
ERP Developer (Python / JS / MySQL),"Sowaan · Karāchi, Sindh, Pakistan (On-site)  
6 days ago",Full-time,https://www.linkedin.com/jobs/view/3732820779,51-200 employees,3732820779,https://www.linkedin.com/jobs/view/3732820779,"About the job
            

 
Company DescriptionSowaan Private Limited is a technology company that operates multiple businesses across several countries. The company has four distinct business entities which specialize in IT, ERP solutions, modern office solutions, and call center software. For more information, please visit https://www.sowaan.com/.Role DescriptionThis is a full-time on-site role located in Karāchi for an ERP Developer with proficiency in Python, JS, and MySQL. As an ERP Developer at Sowaan, you will be responsible for designing, implementing and supporting ERP systems. You will work alongside project managers, designers and other developers to ensure projects are completed on time and to the satisfaction of the client. You will be working in a collaborative and dynamic environment and will be responsible for working on both existing projects and developing new solutions.Qualifications Minimum of Bachelor's degree in Computer Science, Software Engineering, or related field, or equivalent experience.Expertise in Python, JS and MySQL and a proven track record developing and maintaining ERP systems.Experience with web development frameworks (e.g. Flask, Django) is highly desirable.Experience with modern front-end development frameworks such as React or Angular is also highly desirable.Understanding and experience with databases like MySQL, PostgreSQL, or Oracle is desirable.Strong problem-solving and analytical skills and ability to work in a fast-paced environment.Excellent communication, teamwork, and time management skills.Attention to detail and a focus on building high-quality products that meet customer needs.","IT Services and IT Consulting
            
              51-200 employees
            

              60 on LinkedIn",Sowaan ,Karāchi," Karāchi, Sindh, Pakistan ",On-site,,6 days ago,1,Full-time,Not specified,51-200 employees,Not specified
Python Developer,"HR Ways - Hiring Tech Talent · Karāchi, Sindh, Pakistan (On-site)  
5 days ago",Full-time,https://www.linkedin.com/jobs/view/3733333220,11-50 employees,3733333220,https://www.linkedin.com/jobs/view/3733333220,"About the job
            

 
About HR WaysHR Ways is a Tech Recruitment Company that helps candidates like yours, make it into world's & Pakistan's largest & Top Product platforms. With HR Ways, your recruitment process becomes seamless as we connect you with top employers for quick interviews and easier than ever on-boarding process. We also help you get the best deals and 360 Analysis of the company that you'd like to join. And oh, we recently placed Engineers in Emirates & Ebay!About the company we're hiring for Currently:A diversified trading, distribution and technical service provider, providing project management, sales and consultancy services to clients in the public and private sector.Company Strength:100+ WorkforceJob Description:A Python developer is an individual who is responsible for writing the server-side web application logic using the Python programming language. Python developers have a mixture of skills, including front-end design and development, server-side application, and database architecture, as well as an understanding of business logic and user experience.Responsibilities and Duties:Collaborate with cross-functional teams to design, develop, and maintain web applicationsWrite clean, efficient, and high-quality code in accordance with industry best practicesImplement new features and functionalities based on project requirementsConduct code reviews and provide constructive feedback to ensure code qualityTroubleshoot and debug issues to maintain system stability and performanceCollaborate with team members to identify and implement process improvementsStay updated with the latest trends and technologies in web developmentSkills & Competencies:Extensive experience in web development with a focus on backend and frontend developmentProficiency in backend development using the Python Django frameworktrong understanding of frontend technologies including JavaScript and Vue.jsKnowledge of software development tools such as Git and JiraAttention to detail and a strong emphasis on writing clean and maintainable codeExcellent communication skills to effectively collaborate with team members and stakeholdersAbility to work in a fast-paced environment and deliver results within tight deadline.Qualification:BS/MS or another degree in the relevant field of software or computer science.Location: KarachiExperience: 1 - 1.5 yearsWork Mode: Onsite + Alternate SaturdaysSalary: 130k Share your updated cv at: Hadiqa@hrways.co",,HR Ways - Hiring Tech Talent ,Karāchi," Karāchi, Sindh, Pakistan ",On-site,,5 days ago,1,Full-time,Not specified,11-50 employees,Not specified
