Job Title,Job Info,Job Type,Job Link_x,employees,Job ID,Job Link_y,Job Desception,Company Info,company,location_1,location_2,Remote/Onsite,n_applicant,job posting time,Job Type nElements,Job-Type,Experience Level,Comp_N_Employees,Comp_Industry
Senior Software Engineer - Node,"People (Professional Employers Pvt Ltd) · Lahore, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3727528338,"5,001-10,000 employees",3727528338,https://www.linkedin.com/jobs/view/3727528338,"About the job
            

 
Job Description: Backend development in Node or other related technologies.Optimize database design and query writing.Develop high-quality software design and architecture.Identify, prioritize, and execute tasks in the software development life cycle.
Qualification & Experience: BS Computer Science.At least 3 to 5 years of experience in Node.Knowledge of Node, Java Script, Express, SQL & Database.","Human Resources Services
            
              5,001-10,000 employees
            

              361 on LinkedIn",People (Professional Employers Pvt Ltd) ,Lahore," Lahore, Punjab, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,"5,001-10,000 employees",Not specified
Sr. Angular Developer,"PureLogics · Lahore, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3727538433,201-500 employees,3727538433,https://www.linkedin.com/jobs/view/3727538433,"About the job
            

 
PureLogics is looking for Sr. Angular Developer - High(ASAP)Experience: Minimum 5 to 6 yearsJoining: ASAP📍Johar Town, Lahore👩🏻‍💼Full Time (Onsite)⏱️1 pm to 10 pmInterested candidates can DM or applyTo: careers@purelogics.netCc: kanza.irfan@purelogics.netNote: Client Position","Software Development
            
              201-500 employees
            

              529 on LinkedIn",PureLogics ,Lahore," Lahore, Punjab, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,201-500 employees,Not specified
Senior React js Developer,"HR Ways - Hiring Tech Talent · Lahore, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3727545051,11-50 employees,3727545051,https://www.linkedin.com/jobs/view/3727545051,"About the job
            

 
About HR WaysHR Ways is a Tech Recruitment Company that helps candidates like yours, make it into world's & Pakistan's largest & Top Product platforms. With HR Ways, your recruitment process becomes seamless as we connect you with top employers for quick interviews and easier than ever on-boarding process. We also help you get the best deals and 360 Analysis of the company that you'd like to join. And oh, we recently placed Engineers in Emirates & Ebay!About the company we're hiring for Currently:An innovation-driven company that specializes in AI solutions, and we believe in fostering talent and driving performance through aproactive approach to learning, sharing, and evolving.Company Strength: 4 - 11 EmployeesJob Description:GrantAssistant.ai is seeking a Senior Front-End Developer to join our dynamic team. We're an innovation-driven company that specializes in AI solutions, and we believe in fostering talent and driving performance through aproactive approach to learning, sharing, and evolving.Responsibilities: Translate UI/UX design wireframes into actual code to produce visual elements of the application.Develop new user-facing features while ensuring technical feasibility and high performance.Collaborate closely with UX designers and back-end developers to deliver complete solutions.Enhance existing software, and conduct performance tests to identify and remediate bottlenecks.Ensure all applications are responsive and compliant with mobile and desktop design principles.Provide technical leadership and mentoring to junior front-end developers.Participate in code and design reviews to maintain our high development standards.Keep up-to-date with emerging front-end technologies and advocate for their adoption where appropriate.
Requirements: Bachelor's degree in Computer Science, Information Technology, or a related field.At least 5 years of experience in front end development.Proficient understanding of web markup, including HTML5 and CSS3.Strong understanding of client-side scripting and JavaScript frameworks, including AngularJS, ReactJS, or VueJS.Experience with asynchronous request handling, partial page updates, and AJAX.Proficient understanding of cross-browser compatibility issues and ways to work around them.Good understanding of SEO principles and ensuring that applications will adhere to them.Familiarity with code versioning tools, such as Git.Experience with unit testing and debugging in ECMAScript.Strong problem-solving skills with a creative approach.Strong understanding of the full web technology stack.Excellent communication and teamwork skills.
Nice to Have: Experience with front-end development tools suchAngular, Nextjs, react.Understanding of server-side CSS pre-processing platforms, such as LESS and SASS.Familiarity with data structure libraries (e.g., Immutable.js).Experience with modern front-end build pipelines and tools.
Location: LahoreExperience: 4+ year ( React.js)Work Mode: OnsiteWork Days: Mon to FriWork Timings: 10AM to 7PMSalary: 350k to 400kBenefits: Health Insurance, Day Care facilitiesShare your updated cv at: Hadiqa@hrways.co","Human Resources Services
            
              11-50 employees
            

              77 on LinkedIn",HR Ways - Hiring Tech Talent ,Lahore," Lahore, Punjab, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,11-50 employees,Not specified
Wordpress/PHP Developer With React.js,"Astute Solutions · Lahore, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3727518636,11-50 employees,3727518636,https://www.linkedin.com/jobs/view/3727518636,"About the job
            

 
NOTE:- This job requires minimum 2Years experience in WordPress/PHP with React.js Development Field.Please don't Apply if you don't have the relevant experience.We are looking for a WordPress Developer well versed back-end development, including programming skills namely PHP, React Js, and JavaScript as well as hands on experience with WordPress themes development & integration, APls and plugins development with React.js.Requirements:- Proven work experience as a WordPress Developer.Hands on experience developing Wordpress Plugins including integrating third party APIsWordPress themes development & integration,Knowledge of how to interact with RESTful APls and formats (JSON, XML)Ability to manage project.Good communication skills.Strong knowledge of the WordPress platformDivi Theme Builder Expert & WordPress Theme EditorUtilize your deep understanding of the WP library and other common practices to produce great WP-based productsPlugins development with React.js.Experience 3 to 2 Year.","Software Development
            
              11-50 employees
            

              53 on LinkedIn",Astute Solutions ,Lahore," Lahore, Punjab, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,11-50 employees,Not specified
Senior Java Developer,"CureMD · Lahore, Punjab, Pakistan Reposted  
1 week ago

 · 252 applicants",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3652610024,"1,001-5,000 employees · Software Development",3652610024,https://www.linkedin.com/jobs/view/3652610024,"About the job
            

 
About Us:CureMD excels in providing advanced tools and technologies that empower healthcare professionals to make informed decisions about patient care. Our state-of-the-art solutions harness the power of data analytics, artificial intelligence, and machine learning to analyze patient information, decipher patterns, and render actionable insights. These advanced technologies equip physicians with profound insights into each patient's health, enabling them to formulate precise diagnoses, implement highly effective treatment strategies, and deliver top-quality care with ease.Job Overview:We are in search of a highly skilled and dynamic Senior Java Developer to join our team. As a Senior Java Developer, you will play a pivotal role in the design, development, and maintenance of our Java-based applications and systems. The ideal candidate possesses a deep understanding of Java technologies, thrives in a collaborative environment, and has a passion for delivering high-quality software solutions.Essential Job Responsibilities: Designing and implementing high-quality, scalable, and reliable Java applications.Collaborating with cross-functional teams, including software architects, designers, and product managers, to understand project requirements and translate them into technical specifications.Writing clean, efficient, and maintainable code using Java and related frameworks.Debugging and resolving software defects and issues, ensuring timely delivery of bug-free applications.Conducting thorough code reviews to ensure adherence to coding standards and best practices.Developing and executing unit tests and integration tests to validate the functionality and performance of the software.Optimizing Java applications for maximum speed and scalability.Participating in the continuous improvement of development processes and methodologies.Staying up to date with the latest industry trends and advancements.
Required Qualifications: Bachelor's or Master's degree in computer science or relevant fields.3 -5 years of experience in software development.Good hands-on experience with Maven, Jetty, Spring Boot, Swagger, and Junit.Good knowledge and hands-on experience with OIDC (OpenID Connect) and OAuth.Working knowledge of Tomcat and NGINX.Strong proficiency in Java programming language and related frameworks (e.g., Spring, Hibernate).Solid understanding of object-oriented programming principles and design patterns.Experience with database technologies (e.g., SQL, MySQL) and familiarity with ORM frameworks.Knowledge of web development technologies such as HTML, CSS, JavaScript, and front-end frameworks (e.g., Angular, React) would be a plus.Familiarity with version control systems (e.g., Git) and continuous integration/continuous delivery (CI/CD) pipelines.Strong problem-solving and analytical skills to debug and resolve complex software issues.Excellent organizational and leadership abilities.Excellent social and communication skills
Compensation and Benefits:  Competitive base salary and yearly bonus.Health benefits (Outpatient, Inpatient, Maternity).Provident Fund company matches up to 8% of the base salary.Company-sponsored trainings, workshops, education, and development programs.Collaborative yet fun-loving atmosphere: space that fosters employee wellbeing.Commuter support, supportive workspaces, gym facility, and daycare.","Software Development
            
              1,001-5,000 employees
            

              1,321 on LinkedIn",CureMD ,Lahore," Lahore, Punjab, Pakistan Reposted  
1 week ago

 ",Not specified,252,1 week ago,2,Full-time,Mid-Senior level,"1,001-5,000 employees ", Software Development
Java Software Engineer,"Naseem · Islamabad, Islāmābād, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3663357458,1-10 employees,3663357458,https://www.linkedin.com/jobs/view/3663357458,"About the job
            

 
🌟 Join Our Team as a Java Backend Developer at Naseem Education 🌟Are you a Java Backend Developer with a passion for creating innovative educational solutions that make a difference in the lives of learners? If so, we invite you to join the Naseem Education family.About Naseem Education:Naseem Education is a forward-thinking education technology company on a mission to revolutionize the way people learn. We develop cutting-edge digital tools and platforms that empower students and educators to reach new heights of success in the classroom and beyond.Role Overview:As a Java Backend Developer at Naseem Education, you will play a pivotal role in the development and maintenance of our educational platforms and systems. You'll work closely with our talented tech team to create robust, scalable, and user-friendly solutions that enhance the learning experience for students and educators alike.Key Responsibilities: Design, develop, and maintain Java-based backend services and APIs.Collaborate with cross-functional teams to translate product requirements into technical solutions.Write clean, efficient, and well-documented code.Perform code reviews and provide constructive feedback to team members.Identify and troubleshoot software defects and issues.Participate in the design and architecture discussions.Stay up-to-date with the latest industry trends and best practices.
Qualifications: Bachelor's degree in Computer Science or a related field.Proven experience as a Java Backend Developer.Strong proficiency in Java and related frameworks (Spring, Hibernate, etc.).Familiarity with RESTful APIs and microservices architecture.Experience with database design and SQL.Knowledge of version control systems (e.g., Git).Problem-solving skills and a strong attention to detail.Excellent communication and teamwork abilities.
Why Join Us: Be part of a mission-driven company dedicated to transforming education.Opportunity for career growth and development in a dynamic tech environment.Collaborative and inclusive workplace culture.Competitive salary 
If you're ready to use your Java development skills to make a positive impact on education, we want to hear from you. Join us in shaping the future of learning at Naseem Education.To apply, please send your resume and a cover letter detailing your relevant experience and explaining why you're the ideal candidate for this role to hello@naseem.educationNaseem Education is an equal opportunity employer. We embrace diversity and are committed to fostering an inclusive workplace.Join us in our mission to empower learners and educators through innovative technology! 📚🚀","Education Administration Programs
            
              2-10 employees
            

              168 on LinkedIn",Naseem ,Islamabad," Islamabad, Islāmābād, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,1-10 employees,Not specified
"Full Stack Developer (Laravel, My SQL, React JS)","Employment Solutions in UAE · Karāchi, Sindh, Pakistan (On-site)  
1 week ago",Part-time,https://www.linkedin.com/jobs/view/3728215005,See how you compare to 21 applicants. Reactivate Premium,3728215005,https://www.linkedin.com/jobs/view/3728215005,"About the job
            

 
Role: Full Stack DeveloperEmployer Name: Employment SolutionsSkills Required: Minimum 2 years of experience in Laravel, My SQL, React JSLocation: Gulshan-a-Iqbal, Karachi, Pakistan.Salary: Market Competitive Role: Developing and implementing software applicationsDeveloping software components and unit testsImplementing new features based on business requirementsCollaborating with a team of developers and product managersDeveloping and maintaining quality software product codeTroubleshooting, debugging and upgrading softwareBuilding scalable software solutionsAssisting in enhancing existing software components and adding new featuresWriting technical documentationProviding technical leadership for the teamMinimum of a bachelor’s degree in computer science or related field
 Qualification: Minimum of 2 years of experience in React JS, MY SQL, LARAVEL.Proficiency with multiple front-end programming languagesProficiency with multiple back-end programming languagesExcellent verbal and written communication skillsStrong problem-solving skillsStrong teamwork skillsStrong analytical skillsStrong organizational skills",,Employment Solutions in UAE ,Karāchi," Karāchi, Sindh, Pakistan ",On-site,,1 week ago,1,Part-time,Not specified,Not specified,Not specified
Software Engineer - Angular,"Cinergie Digital · Lahore, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3729457910,11-50 employees,3729457910,https://www.linkedin.com/jobs/view/3729457910,"About the job
            

 
We are looking for a Software Engineer with a strong background in Angular to play a key role in developing high-quality web applications. The ideal candidate will have a proven track record of delivering robust and scalable solutions using Angular 10+ and related technologies. As a Software Engineer - Angular at Cinergie Digital, you will have the opportunity to work on exciting projects and contribute to the success of our clients. Responsibilities: Develop complex applications using Angular 10+, TypeScript, HTML, CSS, and related technologies.Ensure the performance, quality, and responsiveness of applications.Identify and address technical debt, code quality, and performance issues.Maintain and improve existing codebases.Collaborate with project managers to deliver projects on time and within budget.Stay up-to-date with emerging trends and technologies in front-end development.
 Requirements: Proven experience in developing complex applications using Angular.Proficiency in TypeScript, HTML, CSS, and related front-end technologies.Strong understanding of object-oriented programming, design patterns, and software architecture principles.Experience with web application development and RESTful APIs.Strong problem-solving and analytical skills.
Additional Qualifications (Preferred but not required): Experience with AngularJS or other JavaScript frameworks.Knowledge of state management libraries (e.g., NgRx).Familiarity with build and deployment tools (e.g., Webpack, Jenkins).Git and version control proficiency.Experience with unit testing and end-to-end testing frameworks (e.g., Jasmine, Protractor).
 Why Cinergie Digital:At Cinergie Digital, we foster a collaborative and inclusive work environment where innovation is encouraged. We provide opportunities for professional growth and development and offer competitive compensation packages. If you are passionate about Angular and want to be part of a dynamic team that values excellence, we would love to hear from you.","Information Technology & Services
            
              11-50 employees
            

              12 on LinkedIn",Cinergie Digital ,Lahore," Lahore, Punjab, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,11-50 employees,Not specified
Angular Developer,"EvolversTech · Lahore, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3727996936,11-50 employees,3727996936,https://www.linkedin.com/jobs/view/3727996936,"About the job
            

 
Evolverstech is hiring a talented Angular Developer to join our team.“Angular developers are highly-skilled JavaScript developers with extensive knowledge of theoretical angular software engineering. Be proficient in JavaScript, HTML, and CSS, jQuery, Angular and have excellent project management skills. A top-class Angular developer can design and build a streamlined application to company specifications that perfectly meet the needs of the user.”Job Responsibilities Building and implementing top-notch user interfaces using JavaScript and the Angular framework.Writing efficient JavaScript code while also using HTML and CSSUsing the latest front-end technology, creating adaptable interfaces for online apps.Leading with product-analysis tasks and conducting performance tests.Collaborating with other cross-functional teams to ensure high-performance of applicationsIdentifying and troubleshooting issues with front end code.
Qualifications: 2+ years of experience with complex Angular applications with TypescriptKnowledge of multiple front-end languages (JavaScript, HTML, CSS) and their libraries2+ experience in Enterprise software developmentAbility to document code inline using JSDoc
Job Type: Onsite - Full-timeLocation -: Gulberg II Lahore","Information Technology & Services
            
              11-50 employees
            

              43 on LinkedIn",EvolversTech ,Lahore," Lahore, Punjab, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,11-50 employees,Not specified
"Senior .NET Engineer (Angular, C#)","TEKenable Ltd · Islamabad, Islāmābād, Pakistan (Hybrid)  
1 week ago

 · 27 applicants",Full-time,https://www.linkedin.com/jobs/view/3728207359,51-200 employees,3728207359,https://www.linkedin.com/jobs/view/3728207359,"About the job
            

 
TEKenable requires a Software Engineer in .Net C# for its Software Development division for a permanent position.At TEKenable we bring the full range of Microsoft & Salesforce technology best-of-breed Low-Code Low Code platforms. We are an approved Salesforce partner as well as Gold Certified for Azure Cloud and Application Development, Microsoft Business Applications Partner of the Year 2021. We have extensive experience in legacy systems integration and offer licensing and Azure cloud as Managed Services.The candidate should have excellent communication skills, both written and oral, excellent customer engagement skills, the ability to problem solve, the ability to work on more than 1 incident at a time and see tasks through to their resolution. This opportunity should allow the successful candidate to expand their experience of C#/Angular, bringing their skills, existing customer engagement, and technical knowledge to the role, building on these and exposing them to various industry sectors and clients. It will provide a challenging work environment, within an organization that respects and depends on its employees.Responsibilities: Design, develop, and deliver software on cutting-edge and growing platforms in C#/ASP.NET MVC, JavaScript, TypeScript, Angular or ReactJsImplement OO designs by applying working knowledge of design patterns in presentation, data, and business modules.Mentoring and knowledge transfer to other engineers within the team.Working within the software development team to analyze customer requirements.Expected to complete work-related training and learning to obtain relevant Microsoft Certifications.Collaborate with architects and lead software engineers on design decisions and direction for web application requirements.Contribute to requirement and design reviews with business partners and other engineers. And as a team member, you will also have:Experience in C#/ASP.NET MVC, JavaScript, TypeScript, and Angular.Excellent troubleshooting skills with strong analytical skills.Strong Interpersonal skills with the ability to support and communicate with users on all levels.Ability to work on own initiative and be self-motivated.Ability to work effectively as a member of a team.A strong desire and ability to learn new platforms and technologiesWillingness to 'Get your hands dirtyExtensive commercial/industry experience working in software development environments.
Required Education: Bachelor's Degree in any discipline. Computer Science (desirable)Relevant technical accreditations are highly desirable Required SkillsC# • .NET CoreAngularHTML / Javascript, CSS / BootstrapStrong knowledge of OOPMS SQL (T-SQL)Source Control (e.g. GIT, Bitbucket)Azure DevOps, JIRADesign PatternCloud concepts Knowledge
Advantageous: DBA SkillsMobile Development (i.e. Xamarin, UWP)Office 365 / SharePoint 365 / Dynamics 365 integrations developmentAny MS certificationsMS Power PlatformsDevOps Skills (Continuous Development / Continuous Integration)
We thank all applicants for their interest; however, only those selected for an interview will be contacted.Benefits include - remote working, training budget, health insurance, income protection, pension plan, employee referral scheme & company events.TEKenable has been named as Technology Business of the Year, included in the Deloitte Fast50 for the last 4 consecutive years, and won the Deloitte Impact award. We have also been certified as a ""Great place to work"" for 2023. We have a global reach with operations in Ireland, the UK, Hungary,Spain, South Africa & UAE, with expertise across Financial Services, Healthcare, Agri-Food, and the Public Sector.At TEKenable we foster a culture of diversity and inclusion as we pride ourselves on being a company represented by people of all diverse backgrounds and orientations. We are committed to providing equal employment opportunities regardless of gender, disability, sexual orientation, generation, or belief","IT Services and IT Consulting
            
              51-200 employees
            

              161 on LinkedIn",TEKenable Ltd ,Islamabad," Islamabad, Islāmābād, Pakistan ",Hybrid,27,1 week ago,1,Full-time,Not specified,51-200 employees,Not specified
React Developer,"yieldWerx Semiconductor · Lahore, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3728224836,51-200 employees,3728224836,https://www.linkedin.com/jobs/view/3728224836,"About the job
            

 
We are seeking a talented and passionate React Developer to join our growing team. As a React Developer at yieldWerx, you will be responsible for developing and implementing user interface components using React.js concepts and workflows. You will also ensure that these components are robust and easy to maintain. We are looking for someone who is motivated to combine the art of design with the art of programming, translating the UI/UX design wireframes to actual code that will produce visual elements of the application.Job Responsibilities:1.      Develop new user-facing features using React.js. 2.      Build reusable components and front-end libraries for future use. 3.      Translate designs and wireframes into high-quality code. 4.      Optimize components for maximum performance across a vast array of web-capable devices and browsers.5.      Collaborate with other team members and stakeholders to deliver high-quality software solutions.6.      Stay up-to-date with emerging front-end technologies and best practices.Requirements:1.      Bachelor’s degree in Computer Science, Information Technology, or a related field. 2.      3 years + work experience as a React Developer or similar role. 3.      Strong proficiency in JavaScript, including DOM manipulation and the JavaScript object model4.      Thorough understanding of React.js and its core principles5.      Experience with popular React.js workflows (such as Flux or Redux)6.      Familiarity with newer specifications of ECMAScript.7.      Experience with data structure libraries (e.g., Immutable.js)8.      Knowledge of isomorphic React is a plus.9.      Familiarity with RESTful APIs.10.  Knowledge of modern authorization mechanisms, such as JSON Web Token.11.  Familiarity with modern front-end build pipelines and tools.12.  Ability to understand business requirements and translate them into technical requirements.13.  A knack for benchmarking and optimization.14.  Familiarity with code versioning tools such as Git.","Semiconductor Manufacturing
            
              51-200 employees
            

              49 on LinkedIn",yieldWerx Semiconductor ,Lahore," Lahore, Punjab, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,51-200 employees,Not specified
Backend Team Lead (Node.js),"Genesis IT Lab · Islamabad, Islāmābād, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3727997710,51-200 employees,3727997710,https://www.linkedin.com/jobs/view/3727997710,"About the job
            

 
We are looking for a highly skilled and experienced Backend Team Lead - Node.js to join our dynamic team. As a member of our team, you will work closely with other developers and project managers to create robust and scalable web applications.Responsibilities Building interactive consumer data from multiple systems and RESTfully abstracting to the UI through a Node.js backend.Define code architecture decisions to support a high-performance and scalable product with a minimal footprint.Address and improve any technical issues.Collaborate well with engineers, researchers, and data implementation specialists to design and create advanced, elegant and efficient systems.Collaborate with other team members and stakeholders.Take smart risks and champion new ideas.
Requirements Previous working experience as a Senior NodeJS Developer for 4+ years.In depth knowledge of NodeJS, ExpressJS, NestJS, Restify.Hands-on experience with TypeScript.Working knowledge of MySql, MongoDB, Firebase.Experience with modern frameworks and design patterns.Creating secure RESTful-based web services in XML and JSON.Understanding and Experience on Git and Bit-bucket.Must be familiar with Unit testing, Integration testing
Plus Points Open to learn new technologies.Hands-on experience with automated testing tools (Plus).Experience of testing blockchain based apps, its use cases and crypto.Knowledge of Dapps/Defi Apps.
BenefitsGenesis IT Lab offers an outstanding culture that focuses on learning opportunities, international exposure by participation at international and national conferences, and career growth. We offer; Provident fundHealth & Life InsuranceSumptuous, home-cooked lunch (Free)Chances to travel abroadSponsored Certifications","Software Development
            
              51-200 employees
            

              74 on LinkedIn",Genesis IT Lab ,Islamabad," Islamabad, Islāmābād, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,51-200 employees,Not specified
Vue.Js Developer,"Unduit · Lahore, Punjab, Pakistan (On-site)  
1 week ago

 · 97 applicants",Full-time,https://www.linkedin.com/jobs/view/3728209906,11-50 employees,3728209906,https://www.linkedin.com/jobs/view/3728209906,"About the job
            

 
We are seeking a talented and motivated Vue.js Developer to join our dynamic development team. As a Vue.js Developer, you will be responsible for designing, developing, and implementing user interface components using the Vue.js framework. Your primary focus will be on delivering a seamless user experience and ensuring high performance of the application. You will collaborate closely with cross-functional teams including designers, backend developers, and product managers to bring innovative web applications to life.Key Responsibilities● Develop user-facing features and components using Vue.js framework.● Collaborate with designers to translate wireframes and mockups into responsive and high-performance user interfaces.● Optimize applications for maximum speed and scalability.● Ensure the technical feasibility of UI/UX designs.● Collaborate with the backend development team to integrate APIs and deliver complete solutions.● Participate in code reviews, peer programming, and contribute to the overall code quality of the project.● Stay up-to-date with the latest trends and best practices in frontend development and Vue.js.Qualifications● Bachelor's degree in Computer Science, Engineering, or a related field (or equivalent work experience).● Proven experience as a Vue.js Developer or similar role.● Strong proficiency in Vue.js and its core principles.● Proficiency in HTML, CSS, and JavaScript.● Experience with state management libraries like Vuex.● Familiarity with server-side rendering (SSR) and client-side routing in Vue.js.● Understanding of RESTful APIs and asynchronous request handling.● Experience with version control systems, preferably Git.● Familiarity with frontend build tools and package managers such as Webpack and npm.● Ability to write clean, maintainable, and organized code.● Strong problem-solving skills and attention to detail.● Excellent communication and collaboration skills within a team environment.● Portfolio of past projects demonstrating Vue.js proficiency is a plus.Additional Information● This is a full-time position located at Daftarkhwan Downtown, Central Gulberg, Lahore.● Timings (Mon to Fri) 9am to 5pm● Competitive salary and benefits package.● Opportunities for professional growth and skill development.● Collaborative and innovative work environment.● Flexibility to work on various projects and technologies beyond Vue.JsContact:Email: saqlain.ahmad@unduit.com","Information Technology & Services
            
              11-50 employees
            

              26 on LinkedIn",Unduit ,Lahore," Lahore, Punjab, Pakistan ",On-site,97,1 week ago,1,Full-time,Not specified,11-50 employees,Not specified
🚀 Seeking a Talented Angular Software Developer to Join Our Startup Team!,"4D Magic Software Pvt. Ltd · Karachi Division, Sindh, Pakistan (Hybrid)  
1 week ago

 · 11 applicants",Full-time,https://www.linkedin.com/jobs/view/3632271908,Mian Khuram Ali is hiring for this job,3632271908,https://www.linkedin.com/jobs/view/3632271908,"About the job
            

 
Hello LinkedIn community!Are you an Angular Software Developer with a minimum of 2 years of experience and a solid grasp of the Angular framework? Are you passionate about building top-notch web applications and thrive in a dynamic, innovative startup environment? We'd love to hear from you!**About Us:**🌟 We are a forward-thinking startup at the forefront of cutting-edge technology, committed to revolutionizing the way we interact with web applications. Our team is driven by innovation, collaboration, and a desire to create exceptional user experiences.**Role Requirements:**✅ **2+ Years of Angular Experience**: A strong foundation in Angular development, enabling you to create responsive, intuitive web applications.✅ **Solid Conceptual Understanding**: A deep understanding of front-end programming concepts and best practices, allowing you to approach projects strategically and produce high-quality code.✅ **Familiarity with Cloud Services**: Experience integrating and utilizing cloud services to optimize application performance, scalability, and security.If you're an Angular Software Developer looking for a thrilling opportunity to contribute your expertise and be part of a startup that values creativity, teamwork, and a can-do attitude, we'd love to connect with you!Join us in shaping the future of web development and let's innovate together! If you're excited about making a difference, reach out to explore how your skills can align with our mission.#AngularDeveloper #FrontendDevelopment #WebApplications #StartupOpportunities #Innovation #AngularFramework #JoinOurTeam 🚀",,4D Magic Software Pvt. Ltd ,Karachi," Karachi Division, Sindh, Pakistan ",Hybrid,11,1 week ago,1,Full-time,Not specified,Not specified,Not specified
Senior Java Engineer (Backend),"Resourcing Alpha · Karachi Division, Sindh, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3727930788,1-10 employees,3727930788,https://www.linkedin.com/jobs/view/3727930788,"About the job
            

 
 We are looking for an experienced Sr/Lead Software Engineer with great communication skills, deep experience in software engineering, and most importantly, the ability and willingness to keep learning in this ever-changing technology landscape. Education: Minimum bachelor’s degree in computer science and engineering or related field of study, or equivalent experience Key Duties and Responsibilities:  Work on projects with significant complexity Be an excellent teammate, focusing on results, collaboration and winning as a team Have a strong sense of ownership of the solutions that your team works on Be willing to work with and invest yourself in learning new technologies, programming languages, databases etc. Be proactive, a self-learner and Communicate effectively Be an ""agile"" person. You desire a fast-paced dynamic work environment Review existing technologies for suitability and make recommendations for change Develop, test, and maintain high-quality software applications using Spring Boot, AWS, and Database technologies Work with designers and project managers to understand client requirements and translate them into technical specifications Collaborate with other developers on the team to ensure code quality and consistency Write clean, maintainable, and efficient code that meets our coding standards Troubleshoot and debug issues in production and non-production environments Develop and maintain automated tests to ensure software quality and reliability Participate in code reviews and contribute to improving our coding practices and standards 
 Key Requirements: 7+ years of experience in Java programming 4+ years of experience working with Spring Boot, Spring Batch Frameworks 2+ years of experience with AWS, GCP, Azure, or another cloud service 4+ years of experience in open source frameworks 2+ years of experience in Agile practices 2+ years of experience with modern relational and NoSQL databases (Experience with relational and/or non-relational databases like PostgreSQL, DynamoDB, MySQL etc is a big plus) 3+ years of experience designing, developing and architecting backend microservices with RESTful API and API security frameworks, service-oriented and/or microservices architecture 4+ years of experience using modern build and deployment tools such as Jenkins and Docker Experience with “Test First” (TDD) software development process Experience within pharma/healthcare sector is a plus","Human Resources Services
            
              2-10 employees
            

              1 on LinkedIn",Resourcing Alpha ,Karachi," Karachi Division, Sindh, Pakistan ",On-site,,1 week ago,1,Full-time,Not specified,1-10 employees,Not specified
